 lilj_1sub                 SWAT+ Nov 30 2021    MODULAR Rev 2020.60.5.4                                   
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2010      27      27  hru27          0.000       0.000      -0.683      -0.804            0.000            0.000            0.000            0.000            1.114           -0.864            0.191            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      28      28  hru28          0.000       0.000      -1.601      -0.726            0.000            0.000            0.000            0.011            7.270           -3.341            1.228            8.493            3.225            0.000            0.000           12.109            4.809            0.000            0.000
   365    12    31  2010      29      29  hru29          0.000       0.000      -0.670      -0.640            0.000            0.000            0.000            0.841           18.441          -11.424            3.137            9.851            2.501            0.000            0.000           22.407            2.387            0.000            0.000
   365    12    31  2010      30      30  hru30          0.000       0.000       0.182       0.160            0.000            0.000            0.000            1.169           17.530          -11.904            2.982            2.707            0.505            0.000            0.000           16.084            0.000            0.000            0.000
   365    12    31  2010      31      31  hru31          0.000       0.000      -2.699      -1.279            0.000            0.000            0.000            0.002            5.249           -3.344            0.896            1.284            0.000            0.000            0.000            6.789            3.827            0.000            0.000
   365    12    31  2010      32      32  hru32          0.000       0.000      -5.340      -1.367            0.000            0.000            0.000            0.243           15.208           -8.654            2.599            1.591            0.064            0.000            0.000           20.441            8.755            0.000            0.000
   365    12    31  2010      33      33  hru33          0.000       0.000       0.173       0.229            0.000            0.000            0.000            0.000            0.225            0.388            0.001            3.882            0.000            0.000            0.000            7.160            0.000            0.000            0.000
   365    12    31  2010      34      34  hru34          0.000       0.000      -2.870      -1.236            0.000            0.000            0.000            0.004            7.227           -4.875            1.232            0.154            0.000            0.000            0.000            7.029            2.931            0.000            0.000
   365    12    31  2010      35      35  hru35          0.000       0.000      -0.349      -0.443            0.000            0.000            0.000            0.398           17.454          -13.002            2.978            0.386            0.000            0.000            0.000           17.993            0.058            0.000            0.000
   365    12    31  2010      36      36  hru36          0.000       0.000      -2.973      -1.208            0.000            0.000            0.000            0.079           12.068           -8.299            2.060           -0.026            0.027            0.000            0.000           11.993            4.656            0.000            0.000
   365    12    31  2010      37      37  hru37          0.000       0.000      -1.367      -1.033            0.000            0.000            0.000            0.002            2.190           -1.146            0.371            0.343            0.000            0.000            0.000            3.053            1.352            0.000            0.000
   365    12    31  2010      38      38  hru38          0.000       0.000       0.128       0.945          150.000           30.000            0.000            0.022            8.509           12.735            1.351           47.108           14.315            0.000            0.000          162.767           42.859            0.000            0.000
   365    12    31  2010      39      39  hru39          0.000       0.000       0.888       0.864          150.000           30.000            0.000            6.356           12.569            9.931            2.070           48.301           14.601            0.000            0.000          163.875           43.209            0.000            0.000
   365    12    31  2010      40      40  hru40          0.000       0.000      -2.603      -1.394            0.000            0.000            0.000            0.000            4.943           -2.946            0.844            0.014            0.616            0.000            0.000            4.334            3.147            0.000            0.000
   365    12    31  2010      41      41  hru41          0.000       0.000      -3.031      -1.425            0.000            0.000            0.000            0.062           12.936           -7.139            2.211            0.025            0.185            0.000            0.000           13.235            4.712            0.000            0.000
   365    12    31  2010      42      42  hru42          0.000       0.000      -1.845      -1.071            0.000            0.000            0.000            0.000            5.056           -2.922            0.863            0.014            0.001            0.000            0.000            5.166            1.576            0.000            0.000
   365    12    31  2010      43      43  hru43          0.000       0.000      -0.722      -0.872            0.000            0.000            0.000            0.000            4.034           -3.112            0.690            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      44      44  hru44          0.000       0.000      -0.646      -0.806            0.000            0.000            0.000            0.000            1.096           -0.846            0.188            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      45      45  hru45          0.000       0.000      -0.344      -0.709            0.000            0.000            0.000            0.000           10.373           -8.021            1.774            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      46      46  hru46          0.000       0.000      -2.251      -0.796            0.000            0.000            0.000            0.437           15.714           -7.722            2.670           21.083           11.318            0.000            0.000           39.533           16.522            0.000            0.000
   365    12    31  2010      47      47  hru47          0.000       0.000      -2.405      -1.174            0.000            0.000            0.000            0.005            5.471           -3.209            0.932            8.107            4.540            0.000            0.000           12.272            4.827            0.000            0.000
   365    12    31  2010      48      48  hru48          0.000       0.000      -2.590      -0.537            0.000            0.000            0.000            0.334           14.141           -7.314            2.407           18.343            9.982            0.000            0.000           32.921           12.779            0.000            0.000
   365    12    31  2010      49      49  hru49          0.000       0.000       3.433       3.057            0.000            0.000            0.000            0.026            6.675            5.037            1.018           89.927           33.803            0.000            0.000           45.708           12.614            0.000            0.000
   365    12    31  2011       1       1  hru01          0.000       0.000       3.323       1.459          150.000           30.000            0.000            0.000            6.734            7.186            1.104           45.517            9.456            0.000            0.000          141.079           20.054            0.000            0.000
   365    12    31  2011       2       2  hru02          0.000       0.000      -0.744       0.082            0.000            0.000          146.979            0.000            7.198           10.194            1.155           88.283           15.131            0.000            0.000          176.501           24.210            0.000            0.000
   365    12    31  2011       3       3  hru03          0.000       0.000      -1.436      -0.129            0.000            0.000          206.454            3.735           14.076            5.661            2.344          120.927           19.151            0.000            0.000          246.924           34.304            0.000            0.000
   365    12    31  2011       4       4  hru04          0.000       0.000      -1.118       0.005            0.000            0.000          193.639            0.827           12.027            5.131            2.006          101.767           17.265            0.000            0.000          220.281           30.131            0.000            0.000
   365    12    31  2011       5       5  hru05          0.000       0.000       4.874       3.752            0.000            0.000            0.000            0.000            6.063            7.449            0.869           96.035           33.344            0.000            0.000           88.169           12.101            0.000            0.000
   365    12    31  2011       6       6  hru06          0.000       0.000       5.027       3.778            0.000            0.000            0.000            0.000            3.355            9.759            0.344           92.577           33.183            0.000            0.000           78.791           11.371            0.000            0.000
   365    12    31  2011       7       7  hru07          0.000       0.000       5.291       3.742            0.000            0.000            0.000            0.000           12.632           14.783            1.791          177.869           32.547            0.000            0.000           89.707           12.872            0.000            0.000
   365    12    31  2011       8       8  hru08          0.000       0.000       5.415       3.930            0.000            0.000            0.000            0.000           10.525           14.471            1.477          170.175           35.104            0.000            0.000           95.180           15.557            0.000            0.000
   365    12    31  2011       9       9  hru09          0.000       0.000       5.584       4.162            0.000            0.000            0.000            0.000           14.044           13.160            2.066          177.494           32.878            0.000            0.000           89.707           13.209            0.000            0.000
   365    12    31  2011      10      10  hru10          0.000       0.000       2.301       1.001          150.000           30.000            0.000            0.015            4.433           14.092            0.571          117.029           16.371            0.000            0.000          229.228           32.530            0.000            0.000
   365    12    31  2011      11      11  hru11          0.000       0.000       1.203       0.991          150.000           30.000            0.000            0.000            7.415           12.560            1.159          133.101           18.567            0.000            0.000          257.545           36.437            0.000            0.000
   365    12    31  2011      12      12  hru12          0.000       0.000      -0.090       0.737          150.000           30.000            0.000            4.116           14.227            7.981            2.363          101.818           17.408            0.000            0.000          266.092           45.231            0.000            0.000
   365    12    31  2011      13      13  hru13          0.000       0.000       0.376       0.704          150.000           30.000            0.000            1.462           11.066           11.029            1.803          121.327           19.453            0.000            0.000          262.558           42.937            0.000            0.000
   365    12    31  2011      14      14  hru14          0.000       0.000       4.915       3.534            0.000            0.000            0.000            0.000            5.948            6.881            0.860           97.961           32.921            0.000            0.000           88.502           10.422            0.000            0.000
   365    12    31  2011      15      15  hru15          0.000       0.000       5.688       3.692            0.000            0.000            0.000            0.000           12.782           15.529            1.797          193.750           32.870            0.000            0.000           86.208           10.819            0.000            0.000
   365    12    31  2011      16      16  hru16          0.000       0.000       5.612       3.784            0.000            0.000            0.000            0.000           10.636           15.022            1.482          183.914           34.708            0.000            0.000           92.107           13.999            0.000            0.000
   365    12    31  2011      17      17  hru17          0.000       0.000       6.131       4.176            0.000            0.000            0.000            0.000           14.181           13.786            2.074          193.341           33.184            0.000            0.000           87.667           11.445            0.000            0.000
   365    12    31  2011      18      18  hru18          0.000       0.000       5.532       3.716            0.000            0.000            0.000            0.619            8.272           17.030            0.962          187.315           34.289            0.000            0.000           90.330           13.009            0.000            0.000
   365    12    31  2011      19      19  hru19          0.000       0.000       5.369       3.629            0.000            0.000            0.000            0.000           12.860           16.212            1.803          196.557           33.283            0.000            0.000           87.508           11.560            0.000            0.000
   365    12    31  2011      20      20  hru20          0.000       0.000       4.879       3.521            0.000            0.000            0.000            0.000            5.957            6.926            0.861           98.504           32.904            0.000            0.000           88.958           10.486            0.000            0.000
   365    12    31  2011      21      21  hru21          0.000       0.000       6.116       4.169            0.000            0.000            0.000            0.000           14.193           14.019            2.075          193.612           33.258            0.000            0.000           88.687           11.560            0.000            0.000
   365    12    31  2011      22      22  hru22          0.000       0.000       5.605       3.773            0.000            0.000            0.000            0.000           10.642           15.061            1.482          184.183           34.702            0.000            0.000           91.790           13.960            0.000            0.000
   365    12    31  2011      23      23  hru23          0.000       0.000       4.985       3.896            0.000            0.000            0.000            0.000            8.240           17.177            0.967          188.443           34.994            0.000            0.000           92.434           14.901            0.000            0.000
   365    12    31  2011      24      24  hru24          0.000       0.000      -0.680      -0.839            0.000            0.000            0.000            0.000            4.124           -3.306            0.705            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      25      25  hru25          0.000       0.000      -0.508      -0.777            0.000            0.000            0.000            0.000           10.407           -8.363            1.779            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      26      26  hru26          0.000       0.000      -0.372      -0.668            0.000            0.000            0.000            0.000           10.674           -8.556            1.825            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      27      27  hru27          0.000       0.000      -0.653      -0.779            0.000            0.000            0.000            0.000            1.125           -0.903            0.192            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      28      28  hru28          0.000       0.000      -1.841      -0.718            0.000            0.000            0.000            0.003            5.442           -3.478            0.917            8.638            3.550            0.000            0.000           10.761            5.353            0.000            0.000
   365    12    31  2011      29      29  hru29          0.000       0.000      -2.167      -0.595            0.000            0.000            0.000            0.716           16.114          -11.782            2.738           15.755            3.989            0.000            0.000           28.629            7.613            0.000            0.000
   365    12    31  2011      30      30  hru30          0.000       0.000       0.300       0.280            0.000            0.000            0.000            0.937           15.376          -12.480            2.616            4.711            1.101            0.000            0.000           16.824            1.290            0.000            0.000
   365    12    31  2011      31      31  hru31          0.000       0.000      -2.485      -1.274            0.000            0.000            0.000            0.000            4.232           -3.532            0.722           -0.534            0.000            0.000            0.000            5.905            4.424            0.000            0.000
   365    12    31  2011      32      32  hru32          0.000       0.000      -2.432      -1.328            0.000            0.000            0.000            0.011            9.088           -8.796            1.552            8.320            5.922            0.000            0.000           20.498           11.095            0.000            0.000
   365    12    31  2011      33      33  hru33          0.000       0.000       0.110       0.166            0.000            0.000            0.000            0.000            0.181            0.320            0.001           -0.108            0.000            0.000            0.000            1.139            0.107            0.000            0.000
   365    12    31  2011      34      34  hru34          0.000       0.000      -3.213      -1.244            0.000            0.000            0.000            0.001            5.666           -5.143            0.966           -0.406            0.000            0.000            0.000            5.604            4.351            0.000            0.000
   365    12    31  2011      35      35  hru35          0.000       0.000      -0.675      -0.322            0.000            0.000            0.000            0.447           16.253          -13.638            2.772           -0.694            0.000            0.000            0.000           15.668            2.046            0.000            0.000
   365    12    31  2011      36      36  hru36          0.000       0.000      -4.184      -1.198            0.000            0.000            0.000            0.072            9.734           -8.542            1.660            4.448            2.589            0.000            0.000           15.392            6.929            0.000            0.000
   365    12    31  2011      37      37  hru37          0.000       0.000      -1.313      -1.039            0.000            0.000            0.000            0.003            1.645           -1.282            0.279           -0.293            0.000            0.000            0.000            2.494            1.941            0.000            0.000
   365    12    31  2011      38      38  hru38          0.000       0.000       3.023       1.263          150.000           30.000            0.000            0.000            7.546           10.972            1.216           34.852            8.108            0.000            0.000          141.131           20.061            0.000            0.000
   365    12    31  2011      39      39  hru39          0.000       0.000       2.640       1.167          150.000           30.000            0.000            0.116           11.316            8.030            1.883           38.618            8.670            0.000            0.000          167.278           23.767            0.000            0.000
   365    12    31  2011      40      40  hru40          0.000       0.000      -2.073      -1.356            0.000            0.000            0.000            0.000            3.880           -3.150            0.662            0.002            0.640            0.000            0.000            3.942            2.250            0.000            0.000
   365    12    31  2011      41      41  hru41          0.000       0.000      -2.810      -1.388            0.000            0.000            0.000            0.000            7.957           -7.555            1.359            0.011            0.267            0.000            0.000            8.013            3.837            0.000            0.000
   365    12    31  2011      42      42  hru42          0.000       0.000      -1.561      -1.042            0.000            0.000            0.000            0.000            3.588           -3.109            0.612            0.004            0.059            0.000            0.000            3.616            1.394            0.000            0.000
   365    12    31  2011      43      43  hru43          0.000       0.000      -0.676      -0.840            0.000            0.000            0.000            0.000            4.072           -3.257            0.697            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      44      44  hru44          0.000       0.000      -0.628      -0.781            0.000            0.000            0.000            0.000            1.105           -0.885            0.189            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      45      45  hru45          0.000       0.000      -0.290      -0.673            0.000            0.000            0.000            0.000           10.467           -8.388            1.790            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2011      46      46  hru46          0.000       0.000      -2.009      -0.971            0.000            0.000            0.000            0.038           10.201           -7.565            1.728           22.479           12.247            0.000            0.000           35.868           18.231            0.000            0.000
   365    12    31  2011      47      47  hru47          0.000       0.000      -3.136      -0.998            0.000            0.000            0.000            0.000            4.491           -3.193            0.764            5.350            4.234            0.000            0.000           12.272            6.480            0.000            0.000
   365    12    31  2011      48      48  hru48          0.000       0.000      -1.529      -0.696            0.000            0.000            0.000            0.059            9.471           -7.145            1.608           18.465           10.964            0.000            0.000           29.949           15.661            0.000            0.000
   365    12    31  2011      49      49  hru49          0.000       0.000       4.915       3.534            0.000            0.000            0.000            0.000            5.949            6.881            0.860           97.971           32.921            0.000            0.000           88.524           10.422            0.000            0.000
   366    12    31  2012       1       1  hru01          0.000       0.000      -1.198       0.270            0.000            0.000          135.334            0.000            7.223            8.123            1.163          122.344           17.033            0.000            0.000          236.267           32.601            0.000            0.000
   366    12    31  2012       2       2  hru02          0.000       0.000      -0.339       0.853          150.000           30.000            0.000            0.000            8.278           11.870            1.300           70.751           14.530            0.000            0.000          259.177           48.486            0.000            0.000
   366    12    31  2012       3       3  hru03          0.000       0.000      -1.342       0.572          150.000           30.000            0.000            0.000           14.776            8.647            2.419           88.654           16.898            0.000            0.000          305.470           54.639            0.000            0.000
   366    12    31  2012       4       4  hru04          0.000       0.000      -1.497       0.698          150.000           30.000            0.000            0.000           14.362            7.706            2.365           75.703           16.795            0.000            0.000          285.198           56.210            0.000            0.000
   366    12    31  2012       5       5  hru05          0.000       0.000       5.829       3.976            0.000            0.000            0.000            0.000            7.101            9.690            0.971          122.633           33.957            0.000            0.000          103.294           12.402            0.000            0.000
   366    12    31  2012       6       6  hru06          0.000       0.000       5.809       3.997            0.000            0.000            0.000            0.000            4.326           11.847            0.410          117.538           33.791            0.000            0.000          104.832           12.066            0.000            0.000
   366    12    31  2012       7       7  hru07          0.000       0.000       5.826       3.911            0.000            0.000            0.000            0.000           14.765           17.874            2.018          194.304           33.963            0.000            0.000           79.499           12.567            0.000            0.000
   366    12    31  2012       8       8  hru08          0.000       0.000       5.911       4.047            0.000            0.000            0.000            0.000           12.571           17.188            1.703          173.975           33.787            0.000            0.000           85.770           12.772            0.000            0.000
   366    12    31  2012       9       9  hru09          0.000       0.000       6.124       4.680            0.000            0.000            0.000            0.000           16.130           16.231            2.301          192.013           33.968            0.000            0.000           80.270           12.565            0.000            0.000
   366    12    31  2012      10      10  hru10          0.000       0.000       2.038       1.344          150.000           30.000            0.000            0.000            5.441           14.988            0.706           66.631            9.443            0.000            0.000          222.621           31.644            0.000            0.000
   366    12    31  2012      11      11  hru11          0.000       0.000       1.963       1.267          150.000           30.000            0.000            0.000            9.309           13.634            1.472           70.920           10.014            0.000            0.000          233.532           33.118            0.000            0.000
   366    12    31  2012      12      12  hru12          0.000       0.000       1.719       1.183          150.000           30.000            0.000            0.000           17.241            7.976            2.879           68.935           10.919            0.000            0.000          233.552           33.124            0.000            0.000
   366    12    31  2012      13      13  hru13          0.000       0.000       1.920       1.078          150.000           30.000            0.000            0.000           14.183           11.329            2.334           71.453           10.988            0.000            0.000          234.141           33.207            0.000            0.000
   366    12    31  2012      14      14  hru14          0.000       0.000       5.813       3.808            0.000            0.000            0.000            0.000            6.997            9.233            0.964          122.576           32.452            0.000            0.000           98.025            9.531            0.000            0.000
   366    12    31  2012      15      15  hru15          0.000       0.000       5.937       3.864            0.000            0.000            0.000            0.000           14.993           18.844            2.030          202.617           32.491            0.000            0.000           74.362            9.595            0.000            0.000
   366    12    31  2012      16      16  hru16          0.000       0.000       5.998       3.942            0.000            0.000            0.000            0.000           12.764           18.011            1.713          182.928           32.432            0.000            0.000           80.270            9.614            0.000            0.000
   366    12    31  2012      17      17  hru17          0.000       0.000       6.794       4.760            0.000            0.000            0.000            0.000           16.343           17.102            2.315          200.134           32.497            0.000            0.000           74.362            9.600            0.000            0.000
   366    12    31  2012      18      18  hru18          0.000       0.000       5.937       3.880            0.000            0.000            0.000            0.000            9.961           20.286            1.096          186.993           32.073            0.000            0.000           76.997            8.700            0.000            0.000
   366    12    31  2012      19      19  hru19          0.000       0.000       5.845       3.804            0.000            0.000            0.000            0.000           15.010           19.411            2.029          201.977           32.468            0.000            0.000           74.362            9.605            0.000            0.000
   366    12    31  2012      20      20  hru20          0.000       0.000       5.810       3.801            0.000            0.000            0.000            0.000            7.010            9.295            0.965          123.185           32.458            0.000            0.000           97.835            9.506            0.000            0.000
   366    12    31  2012      21      21  hru21          0.000       0.000       6.748       4.734            0.000            0.000            0.000            0.000           16.337           17.295            2.313          200.003           32.489            0.000            0.000           74.362            9.677            0.000            0.000
   366    12    31  2012      22      22  hru22          0.000       0.000       5.990       3.935            0.000            0.000            0.000            0.000           12.774           18.050            1.714          183.111           32.429            0.000            0.000           80.270            9.633            0.000            0.000
   366    12    31  2012      23      23  hru23          0.000       0.000       5.847       4.030            0.000            0.000            0.000            0.000           10.090           20.302            1.126          183.744           32.422            0.000            0.000           80.270            9.934            0.000            0.000
   366    12    31  2012      24      24  hru24          0.000       0.000      -0.664      -0.810            0.000            0.000            0.000            0.000            4.098           -3.437            0.701            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      25      25  hru25          0.000       0.000      -0.485      -0.741            0.000            0.000            0.000            0.000           10.299           -8.686            1.760            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      26      26  hru26          0.000       0.000      -0.343      -0.635            0.000            0.000            0.000            0.000           10.509           -8.883            1.797            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      27      27  hru27          0.000       0.000      -0.641      -0.756            0.000            0.000            0.000            0.000            1.122           -0.938            0.192            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      28      28  hru28          0.000       0.000      -0.833      -0.737            0.000            0.000            0.000            0.000            7.094           -3.660            1.198            5.676            2.434            0.000            0.000           12.074            2.441            0.000            0.000
   366    12    31  2012      29      29  hru29          0.000       0.000      -3.361      -0.439            0.000            0.000            0.000            1.833           18.666          -11.761            3.167           23.422            5.889            0.000            0.000           33.918           10.113            0.000            0.000
   366    12    31  2012      30      30  hru30          0.000       0.000      -3.585       0.471            0.000            0.000            0.000            2.424           17.961          -12.181            3.041           27.215            5.764            0.000            0.000           35.986           11.832            0.000            0.000
   366    12    31  2012      31      31  hru31          0.000       0.000      -1.882      -1.247            0.000            0.000            0.000            0.000            4.694           -3.716            0.801           -0.621            0.000            0.000            0.000            7.311            1.501            0.000            0.000
   366    12    31  2012      32      32  hru32          0.000       0.000      -2.385      -1.193            0.000            0.000            0.000            0.002           10.001           -8.670            1.706            6.729            4.056            0.000            0.000           21.440            5.999            0.000            0.000
   366    12    31  2012      33      33  hru33          0.000       0.000       0.090       0.119            0.000            0.000            0.000            0.000            0.159            0.233            0.001           -0.128            0.000            0.000            0.000            1.147            0.000            0.000            0.000
   366    12    31  2012      34      34  hru34          0.000       0.000      -2.455      -1.241            0.000            0.000            0.000            0.000            7.007           -5.332            1.194            0.127            0.000            0.000            0.000            7.875            2.671            0.000            0.000
   366    12    31  2012      35      35  hru35          0.000       0.000      -6.992      -0.410            0.000            0.000            0.000            0.423           17.302          -14.130            2.949            0.231            0.000            0.000            0.000           18.095           18.590            0.000            0.000
   366    12    31  2012      36      36  hru36          0.000       0.000      -3.456      -0.985            0.000            0.000            0.000            0.066           11.121           -8.506            1.895            9.260            4.727            0.000            0.000           21.985            6.344            0.000            0.000
   366    12    31  2012      37      37  hru37          0.000       0.000      -1.266      -1.034            0.000            0.000            0.000            0.003            2.146           -1.388            0.364           -0.023            0.000            0.000            0.000            3.413            0.864            0.000            0.000
   366    12    31  2012      38      38  hru38          0.000       0.000       2.272       1.365          150.000           30.000            0.000            0.000            7.847           10.517            1.258           69.296            9.902            0.000            0.000          215.327           30.609            0.000            0.000
   366    12    31  2012      39      39  hru39          0.000       0.000       2.119       1.286          150.000           30.000            0.000            0.000           13.089            7.652            2.176           73.399           10.781            0.000            0.000          226.064           33.207            0.000            0.000
   366    12    31  2012      40      40  hru40          0.000       0.000      -2.381      -1.321            0.000            0.000            0.000            0.000            4.123           -3.275            0.703           -0.003            0.472            0.000            0.000            4.123            2.738            0.000            0.000
   366    12    31  2012      41      41  hru41          0.000       0.000      -2.760      -1.357            0.000            0.000            0.000            0.000            8.477           -7.636            1.448           -0.006            0.463            0.000            0.000            8.462            4.288            0.000            0.000
   366    12    31  2012      42      42  hru42          0.000       0.000      -1.553      -1.015            0.000            0.000            0.000            0.000            3.864           -3.198            0.659           -0.003            0.093            0.000            0.000            3.852            1.566            0.000            0.000
   366    12    31  2012      43      43  hru43          0.000       0.000      -0.660      -0.812            0.000            0.000            0.000            0.000            4.043           -3.388            0.691            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      44      44  hru44          0.000       0.000      -0.614      -0.758            0.000            0.000            0.000            0.000            1.099           -0.920            0.188            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      45      45  hru45          0.000       0.000      -0.271      -0.640            0.000            0.000            0.000            0.000           10.340           -8.711            1.768            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2012      46      46  hru46          0.000       0.000      -1.784      -1.102            0.000            0.000            0.000            0.005           11.777           -7.575            1.995           12.462            6.428            0.000            0.000           28.368           10.253            0.000            0.000
   366    12    31  2012      47      47  hru47          0.000       0.000      -1.876      -0.923            0.000            0.000            0.000            0.000            5.092           -3.291            0.866            4.710            3.022            0.000            0.000           13.095            2.915            0.000            0.000
   366    12    31  2012      48      48  hru48          0.000       0.000      -1.153      -0.832            0.000            0.000            0.000            0.048           10.708           -7.189            1.817           10.413            5.684            0.000            0.000           25.080            8.666            0.000            0.000
   366    12    31  2012      49      49  hru49          0.000       0.000       5.813       3.808            0.000            0.000            0.000            0.000            6.997            9.234            0.964          122.592           32.452            0.000            0.000           98.025            9.531            0.000            0.000
