 lilj_1sub                 SWAT+ Nov 30 2021    MODULAR Rev 2020.60.5.4                                   
  jday   mon   day    yr    unit  gis_id     name         grzn        grzp        lab_min_p        act_sta_p            fertn            fertp             fixn            denit        act_nit_n        act_sta_n        org_lab_p     rsd_nitorg_n     rsd_laborg_p          no3atmo          nh4atmo          nuptake          puptake          gwtrann          gwtranp
                                                          kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha
   365    12    31  2007      31      31  hru31          0.000       0.000      -3.784      -1.243            0.000            0.000            0.000            0.000            4.712           -1.789            0.803            0.279            0.000            0.000            0.000            6.231            6.600            0.000            0.000
   365    12    31  2007      32      32  hru32          0.000       0.000      -4.863      -1.344            0.000            0.000            0.000            0.119           11.003           -5.183            1.881            0.531            0.000            0.000            0.000           15.314            9.888            0.000            0.000
   365    12    31  2007      33      33  hru33          0.000       0.000       0.407       0.507            0.000            0.000            0.000            0.000            0.450            0.764            0.002            2.240            0.000            0.000            0.000            4.962            0.000            0.000            0.000
   365    12    31  2007      34      34  hru34          0.000       0.000      -3.084      -1.180            0.000            0.000            0.000            0.002            7.511           -3.115            1.281            0.347            0.000            0.000            0.000            6.991            4.218            0.000            0.000
   365    12    31  2007      35      35  hru35          0.000       0.000      -0.905      -1.064            0.000            0.000            0.000            0.445           19.507           -9.408            3.331            0.417            0.000            0.000            0.000           19.512            0.896            0.000            0.000
   365    12    31  2007      36      36  hru36          0.000       0.000      -2.616      -1.154            0.000            0.000            0.000            0.095           11.988           -5.627            2.048            0.438            0.000            0.000            0.000           12.055            6.422            0.000            0.000
   365    12    31  2007      37      37  hru37          0.000       0.000      -1.188      -0.941            0.000            0.000            0.000            0.004            2.428           -0.280            0.407            0.320            0.000            0.000            0.000            3.152            1.420            0.000            0.000
   365    12    31  2007      38      38  hru38          0.000       0.000       1.829       1.328          150.000           30.000            0.000            0.000            7.422            8.728            1.226           42.181            9.553            0.000            0.000          175.564           31.905            0.000            0.000
   365    12    31  2007      39      39  hru39          0.000       0.000       1.961       1.300          150.000           30.000            0.000            0.350           12.290            7.049            2.068           35.152           10.258            0.000            0.000          165.673           33.092            0.000            0.000
   365    12    31  2007      40      40  hru40          0.000       0.000      -2.867      -1.486            0.000            0.000            0.000            0.000            4.348           -1.431            0.741            0.010            0.277            0.000            0.000            4.418            3.297            0.000            0.000
   365    12    31  2007      41      41  hru41          0.000       0.000      -3.166      -1.537            0.000            0.000            0.000            0.003            8.855           -4.280            1.514            0.004            0.352            0.000            0.000            9.272            4.477            0.000            0.000
   365    12    31  2007      42      42  hru42          0.000       0.000      -1.747      -1.158            0.000            0.000            0.000            0.000            4.085           -1.387            0.696            0.013            0.033            0.000            0.000            4.378            1.576            0.000            0.000
   365    12    31  2007      43      43  hru43          0.000       0.000      -0.812      -0.972            0.000            0.000            0.000            0.000            4.242           -2.439            0.726            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2007      44      44  hru44          0.000       0.000      -0.725      -0.885            0.000            0.000            0.000            0.000            1.149           -0.663            0.197            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2007      45      45  hru45          0.000       0.000      -0.433      -0.823            0.000            0.000            0.000            0.000           10.987           -6.333            1.881            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2007      46      46  hru46          0.000       0.000      -4.653      -1.385            0.000            0.000            0.000            0.157           12.913           -5.841            2.207            1.109            0.287            0.000            0.000           17.717            8.683            0.000            0.000
   365    12    31  2007      47      47  hru47          0.000       0.000      -3.442      -1.301            0.000            0.000            0.000            0.001            4.897           -1.937            0.835            0.415            0.000            0.000            0.000            6.234            6.255            0.000            0.000
   365    12    31  2007      48      48  hru48          0.000       0.000      -5.218      -1.245            0.000            0.000            0.000            0.148           11.252           -5.205            1.923            0.621            0.023            0.000            0.000           14.684            8.271            0.000            0.000
   365    12    31  2007      49      49  hru49          0.000       0.000       0.292       1.224            0.000            0.000            0.000            0.000            4.988            1.818            0.818           36.492           20.252            0.000            0.000           29.157            8.305            0.000            0.000
   366    12    31  2008       1       1  hru01          0.000       0.000      -1.144       0.147            0.000            0.000          194.265            0.000            7.462            8.135            1.226          126.171           18.835            0.000            0.000          230.235           31.801            0.000            0.000
   366    12    31  2008       2       2  hru02          0.000       0.000      -0.187       0.993          150.000           30.000            0.000            0.001            8.631           13.549            1.374           71.610           15.555            0.000            0.000          202.530           42.724            0.000            0.000
   366    12    31  2008       3       3  hru03          0.000       0.000      -1.502       0.683          150.000           30.000            0.000           21.213           16.397           10.820            2.713           71.474           17.463            0.000            0.000          278.690           58.885            0.000            0.000
   366    12    31  2008       4       4  hru04          0.000       0.000      -1.022       0.776          150.000           30.000            0.000           17.824           15.076           10.891            2.492           64.977           16.134            0.000            0.000          238.259           52.055            0.000            0.000
   366    12    31  2008       5       5  hru05          0.000       0.000       0.979       2.069            0.000            0.000            0.000            0.000            5.993            2.807            0.969           55.945           28.784            0.000            0.000           46.842           11.300            0.000            0.000
   366    12    31  2008       6       6  hru06          0.000       0.000       1.338       2.136            0.000            0.000            0.000            0.049            2.658            4.786            0.354           55.292           28.906            0.000            0.000           44.182           11.233            0.000            0.000
   366    12    31  2008       7       7  hru07          0.000       0.000       2.321       2.592            0.000            0.000            0.000            5.841           13.070            6.618            2.076          152.937           34.750            0.000            0.000          107.093           14.778            0.000            0.000
   366    12    31  2008       8       8  hru08          0.000       0.000       2.592       2.509            0.000            0.000            0.000            0.000           10.076            5.514            1.605          123.141           34.369            0.000            0.000           99.326           14.014            0.000            0.000
   366    12    31  2008       9       9  hru09          0.000       0.000       2.944       2.709            0.000            0.000            0.000            0.000           14.722            5.041            2.398          147.768           34.762            0.000            0.000          108.806           14.732            0.000            0.000
   366    12    31  2008      10      10  hru10          0.000       0.000       2.168       1.299          150.000           30.000            0.000            0.078            4.067           10.199            0.600           38.962            9.296            0.000            0.000          170.979           28.778            0.000            0.000
   366    12    31  2008      11      11  hru11          0.000       0.000       1.945       1.207          150.000           30.000            0.000            0.000            7.894            8.709            1.304           34.129            9.929            0.000            0.000          168.095           31.508            0.000            0.000
   366    12    31  2008      12      12  hru12          0.000       0.000       1.587       1.064          150.000           30.000            0.000            0.000           17.512            6.746            2.957           58.666           11.215            0.000            0.000          221.837           33.688            0.000            0.000
   366    12    31  2008      13      13  hru13          0.000       0.000       1.611       0.928          150.000           30.000            0.000            0.436           12.763            8.229            2.138           39.627           11.020            0.000            0.000          182.940           33.757            0.000            0.000
   366    12    31  2008      14      14  hru14          0.000       0.000       0.526       1.630            0.000            0.000            0.000            0.000            5.888            2.288            0.960           44.541           23.101            0.000            0.000           38.568           11.105            0.000            0.000
   366    12    31  2008      15      15  hru15          0.000       0.000       2.310       2.176            0.000            0.000            0.000            5.679           12.924            5.951            2.065          152.125           32.408            0.000            0.000          107.093           13.027            0.000            0.000
   366    12    31  2008      16      16  hru16          0.000       0.000       2.499       2.007            0.000            0.000            0.000            0.000            9.961            4.991            1.597          113.405           28.895            0.000            0.000           90.495           12.629            0.000            0.000
   366    12    31  2008      17      17  hru17          0.000       0.000       2.395       2.281            0.000            0.000            0.000            0.000           14.542            4.256            2.381          143.620           31.625            0.000            0.000          109.015           13.183            0.000            0.000
   366    12    31  2008      18      18  hru18          0.000       0.000       3.143       1.882            0.000            0.000            0.000            0.667            7.169            6.327            1.056          104.607           27.018            0.000            0.000           84.815           12.483            0.000            0.000
   366    12    31  2008      19      19  hru19          0.000       0.000       2.641       2.118            0.000            0.000            0.000            5.377           12.771            6.037            2.038          151.995           31.907            0.000            0.000          107.093           12.770            0.000            0.000
   366    12    31  2008      20      20  hru20          0.000       0.000       0.217       1.625            0.000            0.000            0.000            0.000            5.884            2.303            0.959           44.674           23.087            0.000            0.000           38.651           11.163            0.000            0.000
   366    12    31  2008      21      21  hru21          0.000       0.000       2.382       2.257            0.000            0.000            0.000            0.000           14.474            4.319            2.369          143.445           31.461            0.000            0.000          108.281           13.111            0.000            0.000
   366    12    31  2008      22      22  hru22          0.000       0.000       2.483       2.000            0.000            0.000            0.000            0.000            9.957            4.999            1.596          113.381           28.826            0.000            0.000           90.478           12.646            0.000            0.000
   366    12    31  2008      23      23  hru23          0.000       0.000       1.652       2.197            0.000            0.000            0.000            0.000            6.690            6.362            1.004          114.730           30.180            0.000            0.000          102.907           12.556            0.000            0.000
   366    12    31  2008      24      24  hru24          0.000       0.000      -0.775      -0.939            0.000            0.000            0.000            0.000            4.198           -2.765            0.719            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      25      25  hru25          0.000       0.000      -0.621      -0.901            0.000            0.000            0.000            0.000           10.624           -7.025            1.818            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      26      26  hru26          0.000       0.000      -0.448      -0.781            0.000            0.000            0.000            0.000           10.903           -7.191            1.866            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      27      27  hru27          0.000       0.000      -0.724      -0.859            0.000            0.000            0.000            0.000            1.152           -0.755            0.197            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      28      28  hru28          0.000       0.000      -0.909      -0.545            0.000            0.000            0.000            0.004            6.812           -2.427            1.151            6.678            2.918            0.000            0.000           11.630            4.057            0.000            0.000
   366    12    31  2008      29      29  hru29          0.000       0.000      -0.550      -0.381            0.000            0.000            0.000            0.569           18.519           -9.509            3.154           12.926            3.870            0.000            0.000           29.520            4.414            0.000            0.000
   366    12    31  2008      30      30  hru30          0.000       0.000      -0.269      -0.251            0.000            0.000            0.000            0.995           18.218           -9.854            3.101            2.798            0.828            0.000            0.000           17.745            1.219            0.000            0.000
   366    12    31  2008      31      31  hru31          0.000       0.000      -3.574      -1.259            0.000            0.000            0.000            0.000            5.341           -2.298            0.912           -0.883            0.000            0.000            0.000            6.940            7.242            0.000            0.000
   366    12    31  2008      32      32  hru32          0.000       0.000      -5.530      -1.361            0.000            0.000            0.000            0.011           11.800           -6.141            2.018           -1.287            0.000            0.000            0.000           13.772           11.782            0.000            0.000
   366    12    31  2008      33      33  hru33          0.000       0.000       0.254       0.378            0.000            0.000            0.000            0.000            0.340            0.589            0.001           -0.067            0.000            0.000            0.000            1.355            0.000            0.000            0.000
   366    12    31  2008      34      34  hru34          0.000       0.000      -3.096      -1.197            0.000            0.000            0.000            0.003            6.990           -3.815            1.192           -1.185            0.000            0.000            0.000            6.517            3.809            0.000            0.000
   366    12    31  2008      35      35  hru35          0.000       0.000      -0.926      -0.967            0.000            0.000            0.000            0.305           18.276          -10.976            3.120           -0.950            0.000            0.000            0.000           18.878            1.274            0.000            0.000
   366    12    31  2008      36      36  hru36          0.000       0.000      -2.950      -1.176            0.000            0.000            0.000            0.108           11.476           -6.648            1.960           -1.387            0.000            0.000            0.000           11.876            6.127            0.000            0.000
   366    12    31  2008      37      37  hru37          0.000       0.000      -1.394      -1.006            0.000            0.000            0.000            0.004            2.165           -0.626            0.364           -0.914            0.000            0.000            0.000            2.518            2.062            0.000            0.000
   366    12    31  2008      38      38  hru38          0.000       0.000       2.354       1.438          150.000           30.000            0.000            0.000            7.918            8.878            1.309           60.578           11.841            0.000            0.000          186.240           31.507            0.000            0.000
   366    12    31  2008      39      39  hru39          0.000       0.000       2.183       1.387          150.000           30.000            0.000            0.412           12.295            6.457            2.070           58.357           12.664            0.000            0.000          193.271           33.761            0.000            0.000
   366    12    31  2008      40      40  hru40          0.000       0.000      -2.453      -1.455            0.000            0.000            0.000            0.000            4.981           -1.928            0.850           -0.001            0.469            0.000            0.000            4.747            2.864            0.000            0.000
   366    12    31  2008      41      41  hru41          0.000       0.000      -2.995      -1.502            0.000            0.000            0.000            0.001           10.122           -5.080            1.731           -0.003            0.465            0.000            0.000            9.631            4.479            0.000            0.000
   366    12    31  2008      42      42  hru42          0.000       0.000      -1.698      -1.127            0.000            0.000            0.000            0.000            4.701           -1.847            0.802           -0.001            0.060            0.000            0.000            4.438            1.613            0.000            0.000
   366    12    31  2008      43      43  hru43          0.000       0.000      -0.773      -0.940            0.000            0.000            0.000            0.000            4.133           -2.725            0.708            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      44      44  hru44          0.000       0.000      -0.684      -0.860            0.000            0.000            0.000            0.000            1.127           -0.740            0.193            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      45      45  hru45          0.000       0.000      -0.397      -0.786            0.000            0.000            0.000            0.000           10.655           -7.061            1.824            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   366    12    31  2008      46      46  hru46          0.000       0.000      -5.568      -1.092            0.000            0.000            0.000            0.101           13.042           -6.474            2.227           13.364            8.866            0.000            0.000           29.752           13.464            0.000            0.000
   366    12    31  2008      47      47  hru47          0.000       0.000      -4.067      -1.319            0.000            0.000            0.000            0.000            5.498           -2.453            0.938           -1.336            0.014            0.000            0.000            6.844            7.755            0.000            0.000
   366    12    31  2008      48      48  hru48          0.000       0.000      -5.009      -1.247            0.000            0.000            0.000            0.087           11.693           -6.058            1.998            2.111            2.266            0.000            0.000           17.065           10.767            0.000            0.000
   366    12    31  2008      49      49  hru49          0.000       0.000       0.525       1.630            0.000            0.000            0.000            0.000            5.888            2.288            0.960           44.543           23.101            0.000            0.000           38.570           11.106            0.000            0.000
   365    12    31  2009       1       1  hru01          0.000       0.000       3.267       1.133          150.000           30.000            0.000            0.717            8.740           10.580            1.414           38.016            8.256            0.000            0.000           56.145           15.691            0.000            0.000
   365    12    31  2009       2       2  hru02          0.000       0.000       1.526       1.172          150.000           30.000            0.000            0.006            9.742           12.254            1.579           33.747            9.728            0.000            0.000          160.684           33.591            0.000            0.000
   365    12    31  2009       3       3  hru03          0.000       0.000       1.659       0.898          150.000           30.000            0.000           15.447           19.979            8.935            3.343           41.635           10.930            0.000            0.000          183.781           33.484            0.000            0.000
   365    12    31  2009       4       4  hru04          0.000       0.000       1.643       0.993          150.000           30.000            0.000           13.757           18.361            8.771            3.072           28.980            9.834            0.000            0.000          151.745           33.078            0.000            0.000
   365    12    31  2009       5       5  hru05          0.000       0.000       2.755       2.850            0.000            0.000            0.000            0.009            7.126            4.074            1.115           76.555           33.224            0.000            0.000           62.974           11.945            0.000            0.000
   365    12    31  2009       6       6  hru06          0.000       0.000       2.692       2.905            0.000            0.000            0.000            0.060            3.325            6.251            0.405           74.507           33.133            0.000            0.000           61.052           11.660            0.000            0.000
   365    12    31  2009       7       7  hru07          0.000       0.000       3.218       3.184            0.000            0.000            0.000           20.226           17.452            9.778            2.673          171.106           34.933            0.000            0.000           94.696           15.518            0.000            0.000
   365    12    31  2009       8       8  hru08          0.000       0.000       3.531       3.223            0.000            0.000            0.000            2.734           12.671            8.335            1.937          145.888           34.765            0.000            0.000          100.798           15.103            0.000            0.000
   365    12    31  2009       9       9  hru09          0.000       0.000       3.931       3.346            0.000            0.000            0.000           16.359           19.585            7.973            3.131          167.304           34.920            0.000            0.000           95.247           15.604            0.000            0.000
   365    12    31  2009      10      10  hru10          0.000       0.000       2.091       1.365          150.000           30.000            0.000            0.207            4.478           10.554            0.655           55.243           11.292            0.000            0.000          165.618           31.851            0.000            0.000
   365    12    31  2009      11      11  hru11          0.000       0.000       1.939       1.256          150.000           30.000            0.000            0.010            8.740            8.492            1.442           52.420           12.161            0.000            0.000          167.945           33.769            0.000            0.000
   365    12    31  2009      12      12  hru12          0.000       0.000       2.086       1.328          150.000           30.000            0.000            9.774           19.929            6.336            3.365           81.578           13.150            0.000            0.000          217.592           34.227            0.000            0.000
   365    12    31  2009      13      13  hru13          0.000       0.000       1.946       1.179          150.000           30.000            0.000            3.386           14.294            7.516            2.397           57.350           12.718            0.000            0.000          174.703           33.848            0.000            0.000
   365    12    31  2009      14      14  hru14          0.000       0.000       2.371       2.355            0.000            0.000            0.000            0.006            6.945            3.303            1.101           69.098           30.016            0.000            0.000           57.866            9.525            0.000            0.000
   365    12    31  2009      15      15  hru15          0.000       0.000       3.800       2.890            0.000            0.000            0.000           20.241           17.350            9.414            2.665          177.907           33.759            0.000            0.000           94.385           13.006            0.000            0.000
   365    12    31  2009      16      16  hru16          0.000       0.000       3.704       2.819            0.000            0.000            0.000            2.833           12.566            7.951            1.930          150.751           33.416            0.000            0.000           99.504           12.456            0.000            0.000
   365    12    31  2009      17      17  hru17          0.000       0.000       4.146       3.045            0.000            0.000            0.000           15.893           19.456            7.475            3.119          173.698           33.726            0.000            0.000           94.385           12.938            0.000            0.000
   365    12    31  2009      18      18  hru18          0.000       0.000       4.556       2.703            0.000            0.000            0.000            0.929            8.450            9.380            1.146          146.637           32.981            0.000            0.000          100.434           11.734            0.000            0.000
   365    12    31  2009      19      19  hru19          0.000       0.000       3.338       2.798            0.000            0.000            0.000           19.560           15.889            9.661            2.427          179.707           33.660            0.000            0.000           93.981           12.967            0.000            0.000
   365    12    31  2009      20      20  hru20          0.000       0.000       2.410       2.339            0.000            0.000            0.000            0.005            6.928            3.320            1.098           69.196           29.957            0.000            0.000           58.328            9.439            0.000            0.000
   365    12    31  2009      21      21  hru21          0.000       0.000       3.869       3.003            0.000            0.000            0.000           14.844           18.846            7.587            3.015          174.009           33.714            0.000            0.000           94.385           12.935            0.000            0.000
   365    12    31  2009      22      22  hru22          0.000       0.000       3.687       2.803            0.000            0.000            0.000            2.852           12.513            7.971            1.921          150.965           33.415            0.000            0.000           99.457           12.449            0.000            0.000
   365    12    31  2009      23      23  hru23          0.000       0.000       2.838       2.985            0.000            0.000            0.000            0.006            9.371            9.686            1.320          151.791           33.663            0.000            0.000          100.010           13.170            0.000            0.000
   365    12    31  2009      24      24  hru24          0.000       0.000      -0.740      -0.903            0.000            0.000            0.000            0.000            4.198           -2.980            0.718            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      25      25  hru25          0.000       0.000      -0.568      -0.857            0.000            0.000            0.000            0.000           10.591           -7.559            1.812            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      26      26  hru26          0.000       0.000      -0.383      -0.741            0.000            0.000            0.000            0.000           10.809           -7.734            1.850            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      27      27  hru27          0.000       0.000      -0.675      -0.830            0.000            0.000            0.000            0.000            1.153           -0.814            0.197            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      28      28  hru28          0.000       0.000      -1.261      -0.665            0.000            0.000            0.000            0.003            7.613           -2.908            1.286            6.633            2.949            0.000            0.000           13.857            4.276            0.000            0.000
   365    12    31  2009      29      29  hru29          0.000       0.000      -1.462      -0.493            0.000            0.000            0.000            1.109           19.457          -10.442            3.311           12.670            3.633            0.000            0.000           25.892            5.760            0.000            0.000
   365    12    31  2009      30      30  hru30          0.000       0.000      -0.249       0.020            0.000            0.000            0.000            1.273           18.611          -10.882            3.165            7.868            2.133            0.000            0.000           21.975            3.893            0.000            0.000
   365    12    31  2009      31      31  hru31          0.000       0.000      -4.868      -1.274            0.000            0.000            0.000            0.001            5.781           -2.868            0.987           -2.043            0.000            0.000            0.000            7.446            9.144            0.000            0.000
   365    12    31  2009      32      32  hru32          0.000       0.000      -7.436      -1.379            0.000            0.000            0.000            0.108           14.683           -7.268            2.510           -2.373            0.000            0.000            0.000           17.159           14.999            0.000            0.000
   365    12    31  2009      33      33  hru33          0.000       0.000       0.185       0.293            0.000            0.000            0.000            0.000            0.266            0.419            0.001           -4.408            0.000            0.000            0.000            1.272            0.000            0.000            0.000
   365    12    31  2009      34      34  hru34          0.000       0.000      -3.667      -1.214            0.000            0.000            0.000            0.002            7.474           -4.373            1.275           -1.022            0.000            0.000            0.000            7.882            4.485            0.000            0.000
   365    12    31  2009      35      35  hru35          0.000       0.000      -0.881      -0.655            0.000            0.000            0.000            0.358           18.106          -12.104            3.090           -0.820            0.000            0.000            0.000           18.051            2.408            0.000            0.000
   365    12    31  2009      36      36  hru36          0.000       0.000      -4.360      -1.194            0.000            0.000            0.000            0.130           12.383           -7.496            2.114           -1.121            0.000            0.000            0.000           12.801            7.417            0.000            0.000
   365    12    31  2009      37      37  hru37          0.000       0.000      -1.489      -1.017            0.000            0.000            0.000            0.004            2.346           -0.911            0.396           -0.915            0.000            0.000            0.000            3.526            1.861            0.000            0.000
   365    12    31  2009      38      38  hru38          0.000       0.000      -1.523       0.186            0.000            0.000          236.208            0.013            8.646            9.892            1.402          140.385           20.793            0.000            0.000          253.106           34.779            0.000            0.000
   365    12    31  2009      39      39  hru39          0.000       0.000      -1.306       0.161            0.000            0.000          234.081            4.338           13.885            7.210            2.312          145.286           21.960            0.000            0.000          262.608           36.404            0.000            0.000
   365    12    31  2009      40      40  hru40          0.000       0.000      -2.578      -1.417            0.000            0.000            0.000            0.000            5.492           -2.475            0.937           -0.014            0.523            0.000            0.000            5.408            3.032            0.000            0.000
   365    12    31  2009      41      41  hru41          0.000       0.000      -2.954      -1.460            0.000            0.000            0.000            0.015           11.706           -6.018            2.001           -0.032            0.389            0.000            0.000           11.742            4.771            0.000            0.000
   365    12    31  2009      42      42  hru42          0.000       0.000      -1.833      -1.093            0.000            0.000            0.000            0.000            5.756           -2.390            0.982           -0.016            0.018            0.000            0.000            5.779            1.732            0.000            0.000
   365    12    31  2009      43      43  hru43          0.000       0.000      -0.729      -0.904            0.000            0.000            0.000            0.000            4.116           -2.935            0.704            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      44      44  hru44          0.000       0.000      -0.622      -0.832            0.000            0.000            0.000            0.000            1.124           -0.798            0.192            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      45      45  hru45          0.000       0.000      -0.360      -0.745            0.000            0.000            0.000            0.000           10.561           -7.586            1.807            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2009      46      46  hru46          0.000       0.000      -1.820      -0.621            0.000            0.000            0.000            0.234           16.172           -6.958            2.755           18.644           11.707            0.000            0.000           38.918           14.803            0.000            0.000
   365    12    31  2009      47      47  hru47          0.000       0.000      -5.424      -1.322            0.000            0.000            0.000            0.001            5.926           -2.956            1.011            0.384            1.366            0.000            0.000           10.036            9.301            0.000            0.000
   365    12    31  2009      48      48  hru48          0.000       0.000      -5.228      -0.845            0.000            0.000            0.000            0.196           14.412           -6.631            2.459           14.263            9.607            0.000            0.000           32.646           13.929            0.000            0.000
   365    12    31  2009      49      49  hru49          0.000       0.000       2.372       2.355            0.000            0.000            0.000            0.006            6.943            3.303            1.101           69.105           30.018            0.000            0.000           57.869            9.525            0.000            0.000
   365    12    31  2010       1       1  hru01          0.000       0.000       1.976       1.189          150.000           30.000            0.000            0.001            7.503            8.174            1.233           13.614            5.710            0.000            0.000          106.887           25.528            0.000            0.000
   365    12    31  2010       2       2  hru02          0.000       0.000       2.556       1.285          150.000           30.000            0.000            0.013            8.201           11.027            1.328           39.154           11.171            0.000            0.000          112.408           26.129            0.000            0.000
   365    12    31  2010       3       3  hru03          0.000       0.000       2.544       1.093          150.000           30.000            0.000           38.779           20.820            6.728            3.477           47.009           10.761            0.000            0.000          127.181           26.294            0.000            0.000
   365    12    31  2010       4       4  hru04          0.000       0.000       2.715       1.212          150.000           30.000            0.000           24.320           17.128            6.374            2.864           32.677           10.761            0.000            0.000           95.395           24.967            0.000            0.000
   365    12    31  2010       5       5  hru05          0.000       0.000       3.564       3.420            0.000            0.000            0.000            0.026            6.833            5.770            1.029           91.125           34.811            0.000            0.000           48.018           13.981            0.000            0.000
   365    12    31  2010       6       6  hru06          0.000       0.000       3.891       3.453            0.000            0.000            0.000            0.095            3.407            8.085            0.382           88.544           34.631            0.000            0.000           46.943           13.796            0.000            0.000
   365    12    31  2010       7       7  hru07          0.000       0.000       4.648       3.578            0.000            0.000            0.000           44.586           20.443           12.158            3.002          184.049           35.580            0.000            0.000           95.436           15.286            0.000            0.000
   365    12    31  2010       8       8  hru08          0.000       0.000       4.220       3.655            0.000            0.000            0.000            3.471           11.804           11.334            1.733          164.262           35.577            0.000            0.000           89.912           16.406            0.000            0.000
   365    12    31  2010       9       9  hru09          0.000       0.000       5.079       3.803            0.000            0.000            0.000           25.993           20.005           10.424            3.114          180.627           35.474            0.000            0.000           95.436           15.035            0.000            0.000
   365    12    31  2010      10      10  hru10          0.000       0.000      -1.203       0.099            0.000            0.000          192.479            0.105            4.246           11.146            0.598          105.146           16.743            0.000            0.000          209.568           28.600            0.000            0.000
   365    12    31  2010      11      11  hru11          0.000       0.000      -1.834      -0.017            0.000            0.000          230.219            0.014            7.711            8.866            1.255          118.717           19.090            0.000            0.000          245.103           33.450            0.000            0.000
   365    12    31  2010      12      12  hru12          0.000       0.000      -1.251       0.108            0.000            0.000          184.216           11.298           20.320            6.013            3.419          118.402           17.335            0.000            0.000          218.860           30.344            0.000            0.000
   365    12    31  2010      13      13  hru13          0.000       0.000      -1.746      -0.077            0.000            0.000          247.593            1.950           12.745            7.399            2.124          128.425           20.297            0.000            0.000          267.385           36.944            0.000            0.000
   365    12    31  2010      14      14  hru14          0.000       0.000       3.432       3.056            0.000            0.000            0.000            0.026            6.676            5.037            1.018           89.924           33.803            0.000            0.000           45.702           12.615            0.000            0.000
   365    12    31  2010      15      15  hru15          0.000       0.000       4.508       3.394            0.000            0.000            0.000           47.298           20.493           12.320            3.003          197.041           35.121            0.000            0.000           96.216           14.880            0.000            0.000
   365    12    31  2010      16      16  hru16          0.000       0.000       4.538       3.401            0.000            0.000            0.000            3.812           11.810           11.374            1.732          174.946           34.854            0.000            0.000           92.574           14.882            0.000            0.000
   365    12    31  2010      17      17  hru17          0.000       0.000       5.368       3.637            0.000            0.000            0.000           27.542           20.005           10.452            3.112          192.838           34.919            0.000            0.000           96.216           14.515            0.000            0.000
   365    12    31  2010      18      18  hru18          0.000       0.000       4.981       3.321            0.000            0.000            0.000            1.282            8.484           13.137            1.062          175.934           34.804            0.000            0.000          103.768           14.670            0.000            0.000
   365    12    31  2010      19      19  hru19          0.000       0.000       4.336       3.294            0.000            0.000            0.000           43.249           19.158           12.891            2.810          199.349           35.221            0.000            0.000           96.216           15.149            0.000            0.000
   365    12    31  2010      20      20  hru20          0.000       0.000       3.375       3.041            0.000            0.000            0.000            0.022            6.671            5.067            1.017           90.395           33.787            0.000            0.000           45.975           12.590            0.000            0.000
   365    12    31  2010      21      21  hru21          0.000       0.000       5.095       3.606            0.000            0.000            0.000           29.667           19.547           10.678            3.040          193.602           35.031            0.000            0.000           96.216           14.705            0.000            0.000
   365    12    31  2010      22      22  hru22          0.000       0.000       4.503       3.385            0.000            0.000            0.000            3.877           11.800           11.404            1.730          175.241           34.864            0.000            0.000           93.083           14.914            0.000            0.000
   365    12    31  2010      23      23  hru23          0.000       0.000       4.016       3.521            0.000            0.000            0.000            0.037            9.373           13.297            1.215          175.861           34.896            0.000            0.000          103.503           15.212            0.000            0.000
   365    12    31  2010      24      24  hru24          0.000       0.000      -0.726      -0.871            0.000            0.000            0.000            0.000            4.076           -3.162            0.697            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      25      25  hru25          0.000       0.000      -0.558      -0.817            0.000            0.000            0.000            0.000           10.240           -8.008            1.751            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
   365    12    31  2010      26      26  hru26          0.000       0.000      -0.381      -0.704            0.000            0.000            0.000            0.000           10.521           -8.186            1.800            0.000            0.000            0.000            0.000            0.000            0.000            0.000            0.000
