 lilj_1sub                 SWAT+ Nov 30 2021    MODULAR Rev 2020.60.5.4                                   
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle      sedmin     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
   366    12    31  2012      23      23  hru23                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2012      24      24  hru24                  0.733       0.335       0.111       0.025       0.000       0.038       0.000       0.003       0.000       0.000       0.000       0.000
   366    12    31  2012      25      25  hru25                  0.850       0.432       0.136       0.095       0.000       0.045       0.000       0.013       0.000       0.000       0.000       0.000
   366    12    31  2012      26      26  hru26                  0.975       0.591       0.158       0.015       0.000       0.046       0.000       0.062       0.000       0.000       0.000       0.000
   366    12    31  2012      27      27  hru27                  0.887       0.417       0.137       0.026       0.000       0.046       0.000       0.030       0.000       0.000       0.000       0.000
   366    12    31  2012      28      28  hru28                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       2.870       0.000       0.000
   366    12    31  2012      29      29  hru29                  0.000       0.000       0.000       0.007       0.000       0.017       0.000       0.000       0.000       3.375       0.000       0.000
   366    12    31  2012      30      30  hru30                  0.000       0.000       0.000       0.016       0.000       0.079       0.000       0.000       0.000       2.619       0.000       0.000
   366    12    31  2012      31      31  hru31                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.677       0.000       0.000
   366    12    31  2012      32      32  hru32                  0.000       0.000       0.000       0.002       0.000       0.023       0.000       0.000       0.000       0.084       0.000       0.000
   366    12    31  2012      33      33  hru33                  0.000       0.000       0.000       0.002       0.000       0.173       0.000       0.000       0.000       0.029       0.000       0.000
   366    12    31  2012      34      34  hru34                  0.000       0.000       0.000       0.000       0.000       0.001       0.000       0.000       0.000       3.929       0.000       0.000
   366    12    31  2012      35      35  hru35                  0.003       0.000       0.000       0.032       0.000       0.002       0.000       0.000       0.000       2.524       0.000       0.000
   366    12    31  2012      36      36  hru36                  0.000       0.000       0.000       0.001       0.000       0.012       0.000       0.000       0.000       2.837       0.000       0.000
   366    12    31  2012      37      37  hru37                  0.000       0.000       0.000       0.000       0.000       0.004       0.000       0.000       0.000       2.883       0.000       0.000
   366    12    31  2012      38      38  hru38                  0.001       0.000       0.000       0.025       0.000       0.120       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2012      39      39  hru39                  0.001       0.000       0.000       0.016       0.000       0.104       0.000       0.000       0.000       0.136       0.000       0.000
   366    12    31  2012      40      40  hru40                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2012      41      41  hru41                  0.009       0.007       0.001       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2012      42      42  hru42                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
   366    12    31  2012      43      43  hru43                  4.038       0.781       0.127       0.930       0.000       0.076       0.000       0.010       0.000       0.000       0.000       0.000
   366    12    31  2012      44      44  hru44                  6.190       1.075       0.168       0.725       0.000       0.049       0.000       0.061       0.000       0.000       0.000       0.000
   366    12    31  2012      45      45  hru45                 13.848      15.370       1.918       0.627       0.000       0.030       0.000       0.147       0.000       0.000       0.000       0.000
   366    12    31  2012      46      46  hru46                  0.000       0.000       0.000       0.002       0.000       0.053       0.000       0.000       0.000       0.178       0.000       0.000
   366    12    31  2012      47      47  hru47                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       1.006       0.000       0.000
   366    12    31  2012      48      48  hru48                  0.000       0.000       0.000       0.001       0.000       0.021       0.000       0.000       0.000       0.516       0.000       0.000
   366    12    31  2012      49      49  hru49                  0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000       0.000
