 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name            grzn        grzp        lab_min_p   act_sta_p       fertn            fertp            fixn             denit            act_nit_n        act_sta_n        org_lab_p        rsd_nitorg_n     rsd_laborg_p    no3atmo          nh4atmo          nuptake          puptake          gwsoiln          gwsoilp      
                                                          kgha        kgha        kgha        kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha             kgha       
    67     3     8  1982     130     130  hru130         0.000       0.000       2.452       1.905            0.000            0.000            0.000           17.741           15.883           -3.437            2.699            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     131     131  hru131         0.000       0.000       2.226       1.952            0.000            0.000            0.000           19.228           15.839           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     132     132  hru132         0.000       0.000       4.114       1.652            0.000            0.000            0.000           12.282           17.690           -3.807            3.009            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     133     133  hru133         0.000       0.000       2.758       1.909            0.000            0.000            0.000           12.696           17.834           -3.817            3.031            0.521            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     134     134  hru134         0.000       0.000       2.328       1.989            0.000            0.000            0.000           12.698           17.872           -3.812            3.037            0.521            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     135     135  hru135         0.000       0.000       2.207       1.956            0.000            0.000            0.000           20.008           15.820           -3.454            2.688            0.498            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     136     136  hru136         0.000       0.000       2.221       1.953            0.000            0.000            0.000           19.316           15.842           -3.449            2.692            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     137     137  hru137         0.000       0.000       2.226       1.952            0.000            0.000            0.000           19.283           15.843           -3.448            2.692            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     138     138  hru138         0.000       0.000       1.980       1.536            0.000            0.000            0.000            8.707           13.736           -3.377            2.323            0.477            0.091            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     139     139  hru139         0.000       0.000       3.122       1.333            0.000            0.000            0.000            8.905           13.587           -3.395            2.299            0.475            0.090            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     140     140  hru140         0.000       0.000       3.518       1.221            0.000            0.000            0.000            8.640           13.521           -3.396            2.290            0.478            0.091            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     141     141  hru141         0.000       0.000       2.228       1.952            0.000            0.000            0.000           19.251           15.838           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     142     142  hru142         0.000       0.000       2.297       1.936            0.000            0.000            0.000           18.713           15.853           -3.445            2.694            0.504            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     143     143  hru143         0.000       0.000       2.758       1.832            0.000            0.000            0.000           19.235           15.785           -3.457            2.683            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     144     144  hru144         0.000       0.000       3.496       1.701            0.000            0.000            0.000           18.721           15.735           -3.462            2.675            0.504            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     145     145  hru145         0.000       0.000       3.984       1.539            0.000            0.000            0.000           17.742           15.646           -3.471            2.662            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     146     146  hru146         0.000       0.000       2.206       1.956            0.000            0.000            0.000           20.014           15.820           -3.454            2.688            0.498            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     147     147  hru147         0.000       0.000       2.220       1.954            0.000            0.000            0.000           19.352           15.841           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     148     148  hru148         0.000       0.000       3.526       1.216            0.000            0.000            0.000            8.628           13.513           -3.396            2.289            0.479            0.091            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     149     149  hru149         0.000       0.000       3.104       1.337            0.000            0.000            0.000            8.909           13.589           -3.395            2.300            0.475            0.090            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     150     150  hru150         0.000       0.000       2.272       1.470            0.000            0.000            0.000            9.060           13.635           -3.394            2.306            0.476            0.090            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     151     151  hru151         0.000       0.000       2.718       1.840            0.000            0.000            0.000           19.238           15.792           -3.456            2.684            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     152     152  hru152         0.000       0.000       3.395       1.719            0.000            0.000            0.000           18.717           15.747           -3.460            2.677            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     153     153  hru153         0.000       0.000       3.979       1.548            0.000            0.000            0.000           17.740           15.662           -3.468            2.664            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     154     154  hru154         0.000       0.000       2.223       1.953            0.000            0.000            0.000           19.273           15.841           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     155     155  hru155         0.000       0.000       2.228       1.952            0.000            0.000            0.000           19.270           15.843           -3.448            2.692            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     156     156  hru156         0.000       0.000       2.297       1.936            0.000            0.000            0.000           18.759           15.857           -3.444            2.694            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     157     157  hru157         0.000       0.000       2.603       1.872            0.000            0.000            0.000           17.307           15.899           -3.431            2.702            0.513            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     158     158  hru158         0.000       0.000       2.297       1.936            0.000            0.000            0.000           18.692           15.854           -3.445            2.694            0.504            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     159     159  hru159         0.000       0.000       2.228       1.952            0.000            0.000            0.000           19.241           15.839           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     160     160  hru160         0.000       0.000       2.438       1.907            0.000            0.000            0.000           17.894           15.877           -3.438            2.698            0.509            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     161     161  hru161         0.000       0.000       2.631       1.867            0.000            0.000            0.000           17.066           15.913           -3.428            2.704            0.516            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     162     162  hru162         0.000       0.000       2.300       1.935            0.000            0.000            0.000           18.719           15.861           -3.443            2.695            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     163     163  hru163         0.000       0.000       3.999       1.526            0.000            0.000            0.000           17.634           15.640           -3.471            2.661            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     164     164  hru164         0.000       0.000       4.018       1.507            0.000            0.000            0.000           17.363           15.622           -3.472            2.658            0.512            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     165     165  hru165         0.000       0.000       2.846       1.815            0.000            0.000            0.000           19.201           15.779           -3.458            2.682            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     166     166  hru166         0.000       0.000       3.979       1.541            0.000            0.000            0.000           17.836           15.644           -3.472            2.661            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     167     167  hru167         0.000       0.000       3.584       1.685            0.000            0.000            0.000           18.704           15.728           -3.463            2.674            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     168     168  hru168         0.000       0.000       2.306       1.934            0.000            0.000            0.000           18.712           15.853           -3.445            2.694            0.504            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     169     169  hru169         0.000       0.000       4.038       1.495            0.000            0.000            0.000           17.076           15.621           -3.471            2.658            0.515            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     170     170  hru170         0.000       0.000       4.000       1.527            0.000            0.000            0.000           17.574           15.642           -3.470            2.661            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     171     171  hru171         0.000       0.000       3.552       1.692            0.000            0.000            0.000           18.690           15.736           -3.462            2.675            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     172     172  hru172         0.000       0.000       2.744       1.844            0.000            0.000            0.000           16.709           15.921           -3.425            2.706            0.517            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     173     173  hru173         0.000       0.000       2.225       1.953            0.000            0.000            0.000           19.269           15.844           -3.448            2.692            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     174     174  hru174         0.000       0.000       2.291       1.937            0.000            0.000            0.000           18.717           15.860           -3.444            2.695            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     175     175  hru175         0.000       0.000       2.609       1.872            0.000            0.000            0.000           16.999           15.918           -3.427            2.705            0.516            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     176     176  hru176         0.000       0.000       2.646       1.922            0.000            0.000            0.000           12.300           17.895           -3.778            3.042            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     177     177  hru177         0.000       0.000       4.130       1.635            0.000            0.000            0.000           12.288           17.653           -3.800            3.004            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     178     178  hru178         0.000       0.000       4.055       1.476            0.000            0.000            0.000           16.860           15.597           -3.473            2.655            0.517            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     179     179  hru179         0.000       0.000       2.685       1.915            0.000            0.000            0.000           12.324           17.898           -3.771            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     180     180  hru180         0.000       0.000       2.866       1.823            0.000            0.000            0.000           16.314           15.937           -3.420            2.709            0.519            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     181     181  hru181         0.000       0.000       4.127       1.639            0.000            0.000            0.000           12.264           17.663           -3.804            3.005            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     182     182  hru182         0.000       0.000       2.746       1.906            0.000            0.000            0.000           12.371           17.899           -3.762            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     183     183  hru183         0.000       0.000       2.230       1.951            0.000            0.000            0.000           19.213           15.840           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     184     184  hru184         0.000       0.000       2.491       1.896            0.000            0.000            0.000           17.594           15.888           -3.435            2.700            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     185     185  hru185         0.000       0.000       2.292       1.937            0.000            0.000            0.000           18.701           15.854           -3.445            2.694            0.504            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     186     186  hru186         0.000       0.000       2.479       1.899            0.000            0.000            0.000           17.732           15.882           -3.437            2.699            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     187     187  hru187         0.000       0.000       3.993       1.533            0.000            0.000            0.000           17.600           15.646           -3.470            2.662            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     188     188  hru188         0.000       0.000       3.513       1.698            0.000            0.000            0.000           18.690           15.736           -3.462            2.675            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     189     189  hru189         0.000       0.000       3.467       1.706            0.000            0.000            0.000           18.691           15.741           -3.461            2.676            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     190     190  hru190         0.000       0.000       3.988       1.540            0.000            0.000            0.000           17.619           15.656           -3.469            2.663            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     191     191  hru191         0.000       0.000       2.499       1.895            0.000            0.000            0.000           17.579           15.889           -3.435            2.700            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     192     192  hru192         0.000       0.000       2.835       1.892            0.000            0.000            0.000           12.432           17.895           -3.758            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     193     193  hru193         0.000       0.000       2.266       1.499            0.000            0.000            0.000            8.378           13.792           -3.363            2.332            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     194     194  hru194         0.000       0.000       2.398       1.975            0.000            0.000            0.000           12.554           17.886           -3.801            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     195     195  hru195         0.000       0.000       2.753       1.905            0.000            0.000            0.000           12.364           17.898           -3.764            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     196     196  hru196         0.000       0.000       2.713       1.911            0.000            0.000            0.000           12.349           17.899           -3.767            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     197     197  hru197         0.000       0.000       2.683       1.916            0.000            0.000            0.000           12.353           17.901           -3.767            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     198     198  hru198         0.000       0.000       2.101       1.520            0.000            0.000            0.000            8.544           13.769           -3.369            2.328            0.483            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     199     199  hru199         0.000       0.000       2.227       1.503            0.000            0.000            0.000            8.450           13.779           -3.366            2.330            0.486            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     200     200  hru200         0.000       0.000       2.165       1.512            0.000            0.000            0.000            8.469           13.780           -3.366            2.330            0.485            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     201     201  hru201         0.000       0.000       2.264       1.499            0.000            0.000            0.000            8.379           13.793           -3.362            2.333            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     202     202  hru202         0.000       0.000       2.361       1.486            0.000            0.000            0.000            8.328           13.796           -3.361            2.333            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     203     203  hru203         0.000       0.000       2.755       1.904            0.000            0.000            0.000           12.413           17.899           -3.762            3.043            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     204     204  hru204         0.000       0.000       2.380       1.485            0.000            0.000            0.000            8.254           13.814           -3.356            2.336            0.485            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     205     205  hru205         0.000       0.000       2.395       1.484            0.000            0.000            0.000            8.219           13.822           -3.354            2.338            0.484            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     206     206  hru206         0.000       0.000       2.416       1.479            0.000            0.000            0.000            8.308           13.808           -3.357            2.335            0.486            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     207     207  hru207         0.000       0.000       2.859       1.889            0.000            0.000            0.000           12.463           17.894           -3.757            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     208     208  hru208         0.000       0.000       2.810       1.896            0.000            0.000            0.000           12.456           17.897           -3.758            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     209     209  hru209         0.000       0.000       2.722       1.909            0.000            0.000            0.000           12.424           17.897           -3.768            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     210     210  hru210         0.000       0.000       2.780       1.901            0.000            0.000            0.000           12.458           17.899           -3.759            3.043            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     211     211  hru211         0.000       0.000       2.863       1.888            0.000            0.000            0.000           12.484           17.895           -3.755            3.042            0.527            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     212     212  hru212         0.000       0.000       1.416       0.994            0.000            0.000            0.000            6.386           10.239           -2.041            1.729            0.531            0.101            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     213     213  hru213         0.000       0.000       2.301       1.495            0.000            0.000            0.000            8.368           13.802           -3.360            2.334            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     214     214  hru214         0.000       0.000       2.301       1.495            0.000            0.000            0.000            8.334           13.803           -3.360            2.334            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     215     215  hru215         0.000       0.000       2.275       1.499            0.000            0.000            0.000            8.348           13.805           -3.360            2.334            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     216     216  hru216         0.000       0.000       2.227       1.503            0.000            0.000            0.000            8.439           13.782           -3.365            2.331            0.486            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     217     217  hru217         0.000       0.000       2.331       1.492            0.000            0.000            0.000            8.286           13.816           -3.356            2.337            0.486            0.092            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     218     218  hru218         0.000       0.000       2.265       1.501            0.000            0.000            0.000            8.357           13.810           -3.359            2.335            0.487            0.093            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     219     219  hru219         0.000       0.000       1.167       1.022            0.000            0.000            0.000            6.744           10.307           -2.061            1.739            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     220     220  hru220         0.000       0.000       1.212       1.017            0.000            0.000            0.000            6.661           10.288           -2.057            1.736            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     221     221  hru221         0.000       0.000       3.502       1.700            0.000            0.000            0.000           18.683           15.739           -3.461            2.676            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     222     222  hru222         0.000       0.000       3.979       1.548            0.000            0.000            0.000           17.753           15.661           -3.469            2.664            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     223     223  hru223         0.000       0.000       2.296       1.936            0.000            0.000            0.000           18.705           15.858           -3.444            2.694            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     224     224  hru224         0.000       0.000       2.468       1.901            0.000            0.000            0.000           17.740           15.887           -3.436            2.699            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     225     225  hru225         0.000       0.000       4.049       1.484            0.000            0.000            0.000           16.937           15.610           -3.471            2.657            0.516            0.098            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     226     226  hru226         0.000       0.000       2.295       1.936            0.000            0.000            0.000           18.700           15.854           -3.445            2.694            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     227     227  hru227         0.000       0.000       2.521       1.890            0.000            0.000            0.000           17.465           15.893           -3.434            2.701            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     228     228  hru228         0.000       0.000       2.228       1.952            0.000            0.000            0.000           19.235           15.839           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     229     229  hru229         0.000       0.000       3.412       1.716            0.000            0.000            0.000           18.702           15.747           -3.460            2.677            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     230     230  hru230         0.000       0.000       3.953       1.572            0.000            0.000            0.000           18.026           15.680           -3.467            2.667            0.509            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     231     231  hru231         0.000       0.000       2.758       1.832            0.000            0.000            0.000           19.215           15.790           -3.456            2.683            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     232     232  hru232         0.000       0.000       2.226       1.952            0.000            0.000            0.000           19.246           15.839           -3.449            2.691            0.502            0.095            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     233     233  hru233         0.000       0.000       2.514       1.891            0.000            0.000            0.000           17.519           15.892           -3.434            2.701            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     234     234  hru234         0.000       0.000       3.976       1.550            0.000            0.000            0.000           17.783           15.660           -3.469            2.664            0.510            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     235     235  hru235         0.000       0.000       3.484       1.703            0.000            0.000            0.000           18.684           15.738           -3.462            2.676            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     236     236  hru236         0.000       0.000       2.555       1.883            0.000            0.000            0.000           17.298           15.903           -3.431            2.702            0.513            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     237     237  hru237         0.000       0.000       4.077       1.463            0.000            0.000            0.000           16.139           15.567           -3.473            2.650            0.520            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     238     238  hru238         0.000       0.000       3.998       1.533            0.000            0.000            0.000           17.547           15.653           -3.469            2.663            0.511            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     239     239  hru239         0.000       0.000       3.483       1.704            0.000            0.000            0.000           18.694           15.743           -3.461            2.676            0.505            0.096            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     240     240  hru240         0.000       0.000       2.531       1.888            0.000            0.000            0.000           17.471           15.899           -3.432            2.702            0.512            0.097            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     241     241  hru241         0.000       0.000       4.084       1.465            0.000            0.000            0.000           16.040           15.581           -3.470            2.653            0.521            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     242     242  hru242         0.000       0.000       2.797       1.835            0.000            0.000            0.000           16.413           15.939           -3.420            2.709            0.519            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     243     243  hru243         0.000       0.000       2.757       1.904            0.000            0.000            0.000           12.380           17.900           -3.761            3.043            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     244     244  hru244         0.000       0.000       2.652       1.921            0.000            0.000            0.000           12.375           17.900           -3.771            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     245     245  hru245         0.000       0.000       2.692       1.914            0.000            0.000            0.000           12.375           17.900           -3.768            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     246     246  hru246         0.000       0.000       2.723       1.909            0.000            0.000            0.000           12.396           17.899           -3.765            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     247     247  hru247         0.000       0.000       2.692       1.914            0.000            0.000            0.000           12.407           17.898           -3.771            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     248     248  hru248         0.000       0.000       2.335       1.990            0.000            0.000            0.000           12.768           17.882           -3.806            3.039            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     249     249  hru249         0.000       0.000       2.291       1.977            0.000            0.000            0.000           13.006           17.855           -3.821            3.034            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     250     250  hru250         0.000       0.000       2.803       1.897            0.000            0.000            0.000           12.445           17.896           -3.762            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     251     251  hru251         0.000       0.000       2.332       1.990            0.000            0.000            0.000           12.779           17.882           -3.807            3.039            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     252     252  hru252         0.000       0.000       2.330       1.989            0.000            0.000            0.000           12.695           17.874           -3.811            3.038            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     253     253  hru253         0.000       0.000       2.663       1.919            0.000            0.000            0.000           12.316           17.901           -3.769            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     254     254  hru254         0.000       0.000       2.389       1.977            0.000            0.000            0.000           12.546           17.886           -3.801            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     255     255  hru255         0.000       0.000       2.800       1.897            0.000            0.000            0.000           12.418           17.895           -3.763            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     256     256  hru256         0.000       0.000       2.775       1.901            0.000            0.000            0.000           12.418           17.898           -3.760            3.042            0.526            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     257     257  hru257         0.000       0.000       2.396       1.975            0.000            0.000            0.000           12.559           17.887           -3.800            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     258     258  hru258         0.000       0.000       2.673       1.917            0.000            0.000            0.000           12.336           17.900           -3.769            3.043            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     259     259  hru259         0.000       0.000       2.637       1.923            0.000            0.000            0.000           12.317           17.900           -3.772            3.043            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     260     260  hru260         0.000       0.000       2.395       1.976            0.000            0.000            0.000           12.556           17.887           -3.800            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     261     261  hru261         0.000       0.000       2.332       1.989            0.000            0.000            0.000           12.700           17.874           -3.811            3.038            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     262     262  hru262         0.000       0.000       2.396       1.976            0.000            0.000            0.000           12.553           17.885           -3.801            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     263     263  hru263         0.000       0.000       2.573       1.935            0.000            0.000            0.000           12.318           17.896           -3.782            3.042            0.524            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     264     264  hru264         0.000       0.000       2.607       1.929            0.000            0.000            0.000           12.291           17.898           -3.778            3.042            0.524            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     265     265  hru265         0.000       0.000       2.331       1.989            0.000            0.000            0.000           12.699           17.874           -3.810            3.038            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     266     266  hru266         0.000       0.000       2.392       1.977            0.000            0.000            0.000           12.549           17.885           -3.801            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     267     267  hru267         0.000       0.000       2.400       1.975            0.000            0.000            0.000           12.558           17.887           -3.800            3.040            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     268     268  hru268         0.000       0.000       2.709       1.911            0.000            0.000            0.000           12.328           17.898           -3.768            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     269     269  hru269         0.000       0.000       2.733       1.908            0.000            0.000            0.000           12.378           17.898           -3.766            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     270     270  hru270         0.000       0.000       2.337       1.989            0.000            0.000            0.000           12.759           17.882           -3.806            3.039            0.522            0.099            0.000            0.000            0.000            0.000            0.000            0.000
    67     3     8  1982     271     271  hru271         0.000       0.000       2.783       1.900            0.000            0.000            0.000           12.415           17.895           -3.765            3.042            0.525            0.100            0.000            0.000            0.000            0.000            0.000            0.000
