 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                 sedyld     sedorgn     sedorgp     surqno3     lat3no3    surqsolp        usle     sedminp     tileno3     lchlabp    tilelabp      satexn
                                                                  tha        kgha        kgha        kgha        kgha        kgha        tons        kgha        kgha        kgha        kgha        kgha
    67     3     8  1982     177     177  hru177               277.372     690.971      77.933       0.416      16.108       0.745       0.000      28.412       0.000       1.564       0.000       0.000
    67     3     8  1982     178     178  hru178               344.772     678.855      76.123       0.471      23.502       0.609       0.000      28.130       0.000       0.357       0.000       0.000
    67     3     8  1982     179     179  hru179                17.218      99.372      11.211       0.557      15.014       1.782       0.000       7.364       0.000       1.567       0.000       0.000
    67     3     8  1982     180     180  hru180                31.216     155.347      17.421       0.657      27.713       1.938       0.000      12.412       0.000       0.356       0.000       0.000
    67     3     8  1982     181     181  hru181               245.871     659.551      74.389       0.427      14.300       0.772       0.000      28.422       0.000       1.570       0.000       0.000
    67     3     8  1982     182     182  hru182                19.902     115.098      12.986       0.551      17.712       1.736       0.000       8.546       0.000       1.558       0.000       0.000
    67     3     8  1982     183     183  hru183                 1.941      10.512       1.178       0.668       6.762       2.317       0.000       0.821       0.000       0.357       0.000       0.000
    67     3     8  1982     184     184  hru184                13.091      68.595       7.691       0.662      18.302       2.157       0.000       5.407       0.000       0.357       0.000       0.000
    67     3     8  1982     185     185  hru185                 4.364      23.454       2.629       0.667      10.389       2.278       0.000       1.835       0.000       0.357       0.000       0.000
    67     3     8  1982     186     186  hru186                12.595      66.013       7.401       0.662      17.323       2.164       0.000       5.201       0.000       0.357       0.000       0.000
    67     3     8  1982     187     187  hru187               188.247     539.991      60.551       0.520      18.093       0.848       0.000      27.441       0.000       0.357       0.000       0.000
    67     3     8  1982     188     188  hru188                65.121     290.323      32.549       0.596      10.416       1.524       0.000      23.863       0.000       0.357       0.000       0.000
    67     3     8  1982     189     189  hru189                62.673     281.751      31.587       0.598      10.425       1.553       0.000      23.113       0.000       0.357       0.000       0.000
    67     3     8  1982     190     190  hru190               176.623     525.778      58.957       0.525      17.984       0.878       0.000      27.434       0.000       0.357       0.000       0.000
    67     3     8  1982     191     191  hru191                13.509      70.666       7.923       0.662      18.446       2.152       0.000       5.572       0.000       0.357       0.000       0.000
    67     3     8  1982     192     192  hru192                24.173     138.250      15.598       0.545      19.364       1.685       0.000      10.296       0.000       1.553       0.000       0.000
    67     3     8  1982     193     193  hru193                23.196      91.586       9.870       0.539      14.029       1.934       0.000      10.094       0.000       1.359       0.000       0.000
    67     3     8  1982     194     194  hru194                 4.070      23.944       2.701       0.610       6.506       1.986       0.000       1.758       0.000       1.595       0.000       0.000
    67     3     8  1982     195     195  hru195                20.327     117.077      13.209       0.551      17.356       1.735       0.000       8.695       0.000       1.560       0.000       0.000
    67     3     8  1982     196     196  hru196                18.474     106.620      12.029       0.555      16.079       1.762       0.000       7.908       0.000       1.563       0.000       0.000
    67     3     8  1982     197     197  hru197                16.933      98.647      11.129       0.556      16.105       1.775       0.000       7.309       0.000       1.563       0.000       0.000
    67     3     8  1982     198     198  hru198                16.050      64.535       6.954       0.559      11.492       2.049       0.000       7.074       0.000       1.362       0.000       0.000
    67     3     8  1982     199     199  hru199                21.631      85.623       9.226       0.545      12.927       1.965       0.000       9.426       0.000       1.361       0.000       0.000
    67     3     8  1982     200     200  hru200                18.781      75.051       8.087       0.549      12.630       2.003       0.000       8.244       0.000       1.361       0.000       0.000
    67     3     8  1982     201     201  hru201                23.105      91.268       9.835       0.539      14.035       1.934       0.000      10.058       0.000       1.359       0.000       0.000
    67     3     8  1982     202     202  hru202                27.497     107.254      11.559       0.536      14.814       1.874       0.000      11.860       0.000       1.358       0.000       0.000
