 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp       strss        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
    67     3     8  1982      13      13  hru013                 0.000       0.000       0.000     109.607      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.696       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      14      14  hru014                 0.000       0.000       0.000     110.027      15.070       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.706       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      15      15  hru015                 0.000       0.000       0.000     109.595      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.717       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      16      16  hru016                 0.000       0.000       0.000     110.111      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.499       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      17      17  hru017                 0.000       0.000       0.000     109.605      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.693       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      18      18  hru018                 0.000       0.000       0.000     109.999      15.070       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.742       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      19      19  hru019                 0.000       0.000       0.000     120.195      15.527       0.000       0.000       0.000       0.000       0.000       0.000       0.000      93.935       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      20      20  hru020                 0.000       0.000       0.000     121.633      15.509       0.000       0.000       0.000       0.000       0.000       0.000       0.000      90.331       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      21      21  hru021                 0.000       0.000       0.000     119.353      15.536       0.000       0.000       0.000       0.000       0.000       0.000       0.000      95.698       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      22      22  hru022                 0.000       0.000       0.000     120.204      15.527       0.000       0.000       0.000       0.000       0.000       0.000       0.000      93.921       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      23      23  hru023                 0.000       0.000       0.000     121.977      15.504       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.150       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      24      24  hru024                 0.000       0.000       0.000     120.204      15.527       0.000       0.000       0.000       0.000       0.000       0.000       0.000      93.926       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      25      25  hru025                 0.000       0.000       0.000     121.811      15.507       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.869       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      26      26  hru026                 0.000       0.000       0.000     121.889      15.506       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.675       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      27      27  hru027                 0.000       0.000       0.000     120.245      15.527       0.000       0.000       0.000       0.000       0.000       0.000       0.000      93.844       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      28      28  hru028                 0.000       0.000       0.000     122.074      15.500       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.513       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      29      29  hru029                 0.000       0.000       0.000     110.603      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.398       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      30      30  hru030                 0.000       0.000       0.000     110.191      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.443       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      31      31  hru031                 0.000       0.000       0.000     122.052      15.502       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.843       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      32      32  hru032                 0.000       0.000       0.000     110.299      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.289       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      33      33  hru033                 0.000       0.000       0.000     110.287      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.316       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      34      34  hru034                 0.000       0.000       0.000     110.445      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.181       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      35      35  hru035                 0.000       0.000       0.000     110.353      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.323       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      36      36  hru036                 0.000       0.000       0.000     121.438      15.512       0.000       0.000       0.000       0.000       0.000       0.000       0.000      90.809       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      37      37  hru037                 0.000       0.000       0.000     108.494      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.355       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      38      38  hru038                 0.000       0.000       0.000     121.880      15.506       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.685       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      39      39  hru039                 0.000       0.000       0.000     108.811      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.025       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      40      40  hru040                 0.000       0.000       0.000     108.547      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.327       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      41      41  hru041                 0.000       0.000       0.000     106.725      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.873       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      42      42  hru042                 0.000       0.000       0.000     122.086      15.499       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.172       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      43      43  hru043                 0.000       0.000       0.000     121.988      15.503       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.196       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      44      44  hru044                 0.000       0.000       0.000     122.008      15.503       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.941       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      45      45  hru045                 0.000       0.000       0.000     121.993      15.503       0.000       0.000       0.000       0.000       0.000       0.000       0.000      89.098       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      46      46  hru046                 0.000       0.000       0.000     121.724      15.508       0.000       0.000       0.000       0.000       0.000       0.000       0.000      90.027       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      47      47  hru047                 0.000       0.000       0.000     122.039      15.502       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.922       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      48      48  hru048                 0.000       0.000       0.000     108.747      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.118       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      49      49  hru049                 0.000       0.000       0.000     122.057      15.501       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.705       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      50      50  hru050                 0.000       0.000       0.000     122.124      15.497       0.000       0.000       0.000       0.000       0.000       0.000       0.000      87.989       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      51      51  hru051                 0.000       0.000       0.000     122.117      15.498       0.000       0.000       0.000       0.000       0.000       0.000       0.000      88.148       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      52      52  hru052                 0.000       0.000       0.000     122.144      15.497       0.000       0.000       0.000       0.000       0.000       0.000       0.000      87.911       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      53      53  hru053                 0.000       0.000       0.000     110.415      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.357       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      54      54  hru054                 0.000       0.000       0.000     110.315      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.249       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      55      55  hru055                 0.000       0.000       0.000     109.633      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.795       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      56      56  hru056                 0.000       0.000       0.000     109.470      15.078       0.000       0.000       0.000       0.000       0.000       0.000       0.000      72.843       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      57      57  hru057                 0.000       0.000       0.000     109.968      15.071       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.076       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      58      58  hru058                 0.000       0.000       0.000     109.615      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.767       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      59      59  hru059                 0.000       0.000       0.000     110.076      15.069       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.713       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      60      60  hru060                 0.000       0.000       0.000     109.949      15.071       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.217       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      61      61  hru061                 0.000       0.000       0.000     109.462      15.078       0.000       0.000       0.000       0.000       0.000       0.000       0.000      72.916       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      62      62  hru062                 0.000       0.000       0.000     109.631      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.863       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      63      63  hru063                 0.000       0.000       0.000     109.628      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.735       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      64      64  hru064                 0.000       0.000       0.000     110.013      15.070       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.856       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      65      65  hru065                 0.000       0.000       0.000     109.638      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.811       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      66      66  hru066                 0.000       0.000       0.000     110.243      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.555       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      67      67  hru067                 0.000       0.000       0.000     110.289      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.722       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      68      68  hru068                 0.000       0.000       0.000     110.324      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.725       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      69      69  hru069                 0.000       0.000       0.000     110.349      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.637       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      70      70  hru070                 0.000       0.000       0.000     110.423      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.759       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      71      71  hru071                 0.000       0.000       0.000     110.571      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.645       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      72      72  hru072                 0.000       0.000       0.000     110.584      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.746       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      73      73  hru073                 0.000       0.000       0.000     110.472      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.790       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      74      74  hru074                 0.000       0.000       0.000     110.483      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.978       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      75      75  hru075                 0.000       0.000       0.000     109.660      15.075       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.845       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      76      76  hru076                 0.000       0.000       0.000     110.249      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.745       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      77      77  hru077                 0.000       0.000       0.000      72.974      14.969       0.000       0.000       0.000       0.000       0.000       0.000       0.000      66.676       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      78      78  hru078                 0.000       0.000       0.000     110.265      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.749       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      79      79  hru079                 0.000       0.000       0.000     110.586      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.022       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      80      80  hru080                 0.000       0.000       0.000      76.488      14.966       0.000       0.000       0.000       0.000       0.000       0.000       0.000      64.721       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      81      81  hru081                 0.000       0.000       0.000      73.570      14.968       0.000       0.000       0.000       0.000       0.000       0.000       0.000      66.382       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      82      82  hru082                 0.000       0.000       0.000     110.257      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.380       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      83      83  hru083                 0.000       0.000       0.000     110.162      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.318       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      84      84  hru084                 0.000       0.000       0.000     106.872      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.881       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      85      85  hru085                 0.000       0.000       0.000     109.688      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      22.722       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      86      86  hru086                 0.000       0.000       0.000     108.744      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.258       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      87      87  hru087                 0.000       0.000       0.000     108.444      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.445       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      88      88  hru088                 0.000       0.000       0.000     110.370      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.286       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      89      89  hru089                 0.000       0.000       0.000     110.266      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.347       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      90      90  hru090                 0.000       0.000       0.000     110.107      15.069       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.602       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      91      91  hru091                 0.000       0.000       0.000     110.172      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.589       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      92      92  hru092                 0.000       0.000       0.000     109.641      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.813       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      93      93  hru093                 0.000       0.000       0.000     106.744      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.861       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      94      94  hru094                 0.000       0.000       0.000     108.794      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.066       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      95      95  hru095                 0.000       0.000       0.000     108.465      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.429       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      96      96  hru096                 0.000       0.000       0.000     106.739      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      24.868       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      97      97  hru097                 0.000       0.000       0.000     109.648      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      71.861       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      98      98  hru098                 0.000       0.000       0.000     110.232      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.656       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      99      99  hru099                 0.000       0.000       0.000     110.255      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.387       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     100     100  hru100                 0.000       0.000       0.000     110.357      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.390       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     101     101  hru101                 0.000       0.000       0.000     110.329      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.353       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     102     102  hru102                 0.000       0.000       0.000     110.000      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      22.362       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     103     103  hru103                 0.000       0.000       0.000     110.579      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.593       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     104     104  hru104                 0.000       0.000       0.000     110.825      15.060       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.613       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     105     105  hru105                 0.000       0.000       0.000     111.429      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      21.283       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     106     106  hru106                 0.000       0.000       0.000     110.697      15.061       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.724       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     107     107  hru107                 0.000       0.000       0.000     110.777      15.060       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.862       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     108     108  hru108                 0.000       0.000       0.000     111.333      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      21.443       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     109     109  hru109                 0.000       0.000       0.000     110.235      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.585       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     110     110  hru110                 0.000       0.000       0.000     110.610      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.572       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     111     111  hru111                 0.000       0.000       0.000     110.888      15.059       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.711       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     112     112  hru112                 0.000       0.000       0.000     111.454      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      21.241       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
