 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
  jday   mon   day    yr    unit  gis_id  name                  precip     snofall      snomlt    surq_gen        latq    wateryld        perc          et     ecanopy      eplant       esoil   surq_cont          cn     sw_init    sw_final      sw_ave      sw_300    sno_init   sno_final     snopack         pet       qtile         irr  surq_runon  latq_runon    overbank    surq_cha    surq_res     surq_ls    latq_cha    latq_res     latq_ls     gwsoilq       satex  satex_chan   sw_change     lagsurf     laglatq    lagsatex    wet_evap    wet_oflo    wet_stor
                                                                  mm            mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm         ---          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm          mm
     67     3     8  1982     25       0  rtu0250             3113.609       0.000       0.000    1242.851     182.246    1425.097     401.665      31.577       0.000       0.000      31.577    1243.000      71.644     271.536     507.221     359.831      81.843       0.000       0.000       0.000      31.794       0.000       0.000       0.000       0.000       0.000    1243.000       0.000       0.000     182.246       0.000       0.000       0.000       0.000       0.000    1248.554       7.939     328.225       0.000       0.000       0.000       0.000
     67     3     8  1982     26       0  rtu0260             3113.609       0.000       0.000    1229.861     188.619    1418.481     400.067      31.876       0.000       0.000      31.876    1229.883      71.601     269.781     507.046     358.785      81.472       0.000       0.000       0.000      32.095       0.000       0.000       0.000       0.000       0.000    1229.883       0.000       0.000     188.619       0.000       0.000       0.000       0.000       0.000    1256.324       1.171     339.703       0.000       0.000       0.000       0.000
     67     3     8  1982     27       0  rtu0270             3113.609       0.000       0.000    2524.371      45.184    2569.554     191.596      31.943       0.000       0.000      31.943    2524.417      82.360     288.581     348.339     299.060      98.493       0.000       0.000       0.000      32.141       0.000       0.000       0.000       0.000       0.000    2524.417       0.000       0.000      45.184       0.000       0.000       0.000       0.000       0.000     316.111       3.602     498.698       0.000       0.000       0.000       0.000
     67     3     8  1982     28       0  rtu0280             3113.609       0.000       0.000    2531.808      42.696    2574.504     191.811      31.983       0.000       0.000      31.983    2531.861      82.568     289.505     348.339     299.345      98.771       0.000       0.000       0.000      32.181       0.000       0.000       0.000       0.000       0.000    2531.861       0.000       0.000      42.696       0.000       0.000       0.000       0.000       0.000     311.223       4.044     471.243       0.000       0.000       0.000       0.000
     67     3     8  1982     29       0  rtu0290             3113.609       0.000       0.000    1307.660     150.187    1457.847     408.822      31.697       0.000       0.000      31.697    1307.669      71.835     279.445     507.826     364.500      83.573       0.000       0.000       0.000      31.914       0.000       0.000       0.000       0.000       0.000    1307.669       0.000       0.000     150.187       0.000       0.000       0.000       0.000       0.000    1209.964       0.533     270.487       0.000       0.000       0.000       0.000
     67     3     8  1982     30       0  rtu0300             3113.609       0.000       0.000    2562.041      33.500    2595.542     192.650      31.783       0.000       0.000      31.783    2562.083      83.119     293.421     348.339     300.414      99.811       0.000       0.000       0.000      31.980       0.000       0.000       0.000       0.000       0.000    2562.083       0.000       0.000      33.500       0.000       0.000       0.000       0.000       0.000     290.506       3.258     369.748       0.000       0.000       0.000       0.000
     67     3     8  1982     31       0  rtu0310             3113.609       0.000       0.000    1872.165      45.158    1917.323     344.825      35.994       0.000       0.000      35.994    1872.165      75.209     285.083     438.731     343.664      89.198       0.000       0.000       0.000      36.224       0.000       0.000       0.000       0.000       0.000    1872.165       0.000       0.000      45.158       0.000       0.000       0.000       0.000       0.000     812.772       0.000     187.985       0.000       0.000       0.000       0.000
     67     3     8  1982     32       0  rtu0320             3113.609       0.000       0.000    2664.184      63.655    2727.839     131.150      35.404       0.000       0.000      35.404    2664.333      85.218     255.287     296.205     257.675     112.529       0.000       0.000       0.000      35.549       0.000       0.000       0.000       0.000       0.000    2664.333       0.000       0.000      63.655       0.000       0.000       0.000       0.000       0.000     216.447      11.923     467.352       0.000       0.000       0.000       0.000
     67     3     8  1982     33       0  rtu0330             3113.609       0.000       0.000    2650.527      68.432    2718.959     131.007      35.134       0.000       0.000      35.134    2650.612      85.002     253.575     296.205     257.387     112.254       0.000       0.000       0.000      35.280       0.000       0.000       0.000       0.000       0.000    2650.612       0.000       0.000      68.432       0.000       0.000       0.000       0.000       0.000     225.506       6.770     502.423       0.000       0.000       0.000       0.000
     67     3     8  1982     34       0  rtu0340             3113.609       0.000       0.000    2652.049      67.209    2719.258     131.018      35.551       0.000       0.000      35.551    2652.049      85.017     253.685     296.205     257.410     112.276       0.000       0.000       0.000      35.699       0.000       0.000       0.000       0.000       0.000    2652.049       0.000       0.000      67.209       0.000       0.000       0.000       0.000       0.000     224.922       0.001     493.448       0.000       0.000       0.000       0.000
