 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp       strss        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
    67     3     8  1982      91      91  hru091                 0.000       0.000       0.000     110.172      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.155       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      92      92  hru092                 0.000       0.000       0.000     109.641      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.576       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      93      93  hru093                 0.000       0.000       0.000     106.744      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.700       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      94      94  hru094                 0.000       0.000       0.000     108.794      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.360       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      95      95  hru095                 0.000       0.000       0.000     108.465      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.429       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      96      96  hru096                 0.000       0.000       0.000     106.739      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.701       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      97      97  hru097                 0.000       0.000       0.000     109.648      15.076       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.585       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      98      98  hru098                 0.000       0.000       0.000     110.232      15.067       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.168       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982      99      99  hru099                 0.000       0.000       0.000     110.255      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.117       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     100     100  hru100                 0.000       0.000       0.000     110.357      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.117       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     101     101  hru101                 0.000       0.000       0.000     110.329      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.111       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     102     102  hru102                 0.000       0.000       0.000     110.000      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.227       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     103     103  hru103                 0.000       0.000       0.000     110.579      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.156       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     104     104  hru104                 0.000       0.000       0.000     110.825      15.060       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.160       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     105     105  hru105                 0.000       0.000       0.000     111.429      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.023       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     106     106  hru106                 0.000       0.000       0.000     110.697      15.061       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.181       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     107     107  hru107                 0.000       0.000       0.000     110.777      15.060       0.000       0.000       0.000       0.000       0.000       0.000       0.000      13.207       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
    67     3     8  1982     108     108  hru108                 0.000       0.000       0.000     111.333      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000       4.054       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
