 Prueba3                   SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                     lai       bioms       yield     residue     sol_tmp       strsw       strsa     strstmp       strsn       strsp       strss        nplt       percn       pplnt         tmx         tmn       tmpav     solarad      wndspd        rhum     phubas0     lai_max      bm_max     bm_grow       c_gro
                                                             m**2/m**2        kgha        kgha        kgha        degc         ---         ---         ---         ---         ---         ---        kgha        kgha        kgha        degc        degc        degc      mj/m^2         m/s        frac        degc   m**2/m**2       kg/ha       kg/ha       kg/ha
     67     3     8  1982     47       0  rtu0470                0.000       0.000       0.000     109.984      15.070       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.123       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     48       0  rtu0480                0.000       0.000       0.000     109.930      15.071       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.260       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     49       0  rtu0490                0.000       0.000       0.000     110.265      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.749       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     50       0  rtu0500                0.000       0.000       0.000     110.146      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.539       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     51       0  rtu0510                0.000       0.000       0.000     110.825      15.060       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.613       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     52       0  rtu0520                0.000       0.000       0.000     110.423      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.759       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     53       0  rtu0530                0.000       0.000       0.000     110.579      15.062       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.593       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     54       0  rtu0540                0.000       0.000       0.000     110.228      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      54.902       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     55       0  rtu0550                0.000       0.000       0.000     110.349      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.637       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     56       0  rtu0560                0.000       0.000       0.000     110.324      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.725       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     57       0  rtu0570                0.000       0.000       0.000     108.016      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.803       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     58       0  rtu0580                0.000       0.000       0.000     110.289      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.722       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     59       0  rtu0590                0.000       0.000       0.000     110.399      15.064       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.818       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     60       0  rtu0600                0.000       0.000       0.000     108.373      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      23.434       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     61       0  rtu0610                0.000       0.000       0.000     110.376      15.065       0.000       0.000       0.000       0.000       0.000       0.000       0.000      70.120       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     62       0  rtu0620                0.000       0.000       0.000     110.091      15.069       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.926       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     63       0  rtu0630                0.000       0.000       0.000     109.563      15.066       0.000       0.000       0.000       0.000       0.000       0.000       0.000      50.091       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
     67     3     8  1982     64       0  rtu0640                0.000       0.000       0.000     110.136      15.068       0.000       0.000       0.000       0.000       0.000       0.000       0.000      69.953       0.000      21.409      12.499      16.954       0.881       0.754       0.849       0.406       0.000       0.000       0.000       0.000
