ID,NAME,LAT,LONG,ELEVATION
3417,3417_PCP,38.337,-0.965,626
3418,3418_PCP,38.334,-0.901,548
3419,3419_PCP,38.331,-0.838,404
3420,3420_PCP,38.329,-0.774,265
3421,3421_PCP,38.326,-0.71,189
3422,3422_PCP,38.323,-0.647,148
3423,3423_PCP,38.319,-0.583,96
3424,3424_PCP,38.492,-7.341,173
3425,3425_PCP,38.493,-7.277,176
3426,3426_PCP,38.493,-7.213,207
3427,3427_PCP,38.494,-7.149,248
3428,3428_PCP,38.495,-7.085,292
3429,3429_PCP,38.495,-7.022,339
3430,3430_PCP,38.496,-6.958,388
3431,3431_PCP,38.496,-6.894,448
3432,3432_PCP,38.497,-6.83,517
3433,3433_PCP,38.497,-6.766,575
3434,3434_PCP,38.498,-6.702,601
3435,3435_PCP,38.498,-6.638,572
3436,3436_PCP,38.498,-6.575,495
3437,3437_PCP,38.499,-6.511,429
3438,3438_PCP,38.499,-6.447,427
3439,3439_PCP,38.499,-6.383,469
3440,3440_PCP,38.499,-6.319,484
3441,3441_PCP,38.5,-6.255,453
3442,3442_PCP,38.5,-6.192,409
3443,3443_PCP,38.5,-6.128,404
3444,3444_PCP,38.5,-6.064,447
3445,3445_PCP,38.5,-6,502
3446,3446_PCP,38.5,-5.936,523
3447,3447_PCP,38.5,-5.872,517
3448,3448_PCP,38.5,-5.808,522
3449,3449_PCP,38.5,-5.745,567
3450,3450_PCP,38.499,-5.681,613
3451,3451_PCP,38.499,-5.617,613
3452,3452_PCP,38.499,-5.553,574
3453,3453_PCP,38.499,-5.489,539
3454,3454_PCP,38.498,-5.425,525
3455,3455_PCP,38.498,-5.362,518
3456,3456_PCP,38.498,-5.298,520
3457,3457_PCP,38.497,-5.234,533
3458,3458_PCP,38.497,-5.17,543
3459,3459_PCP,38.496,-5.106,538
3460,3460_PCP,38.496,-5.042,526
3461,3461_PCP,38.495,-4.978,531
3462,3462_PCP,38.495,-4.915,544
3463,3463_PCP,38.494,-4.851,551
3464,3464_PCP,38.493,-4.787,546
3465,3465_PCP,38.493,-4.723,543
3466,3466_PCP,38.492,-4.659,554
3467,3467_PCP,38.491,-4.595,595
3468,3468_PCP,38.49,-4.532,675
3469,3469_PCP,38.49,-4.468,774
3470,3470_PCP,38.489,-4.404,846
3471,3471_PCP,38.488,-4.34,867
3472,3472_PCP,38.487,-4.276,861
3473,3473_PCP,38.486,-4.212,844
3474,3474_PCP,38.485,-4.149,797
3475,3475_PCP,38.484,-4.085,714
3476,3476_PCP,38.483,-4.021,639
3477,3477_PCP,38.481,-3.957,637
3478,3478_PCP,38.48,-3.893,711
3479,3479_PCP,38.479,-3.83,809
3480,3480_PCP,38.478,-3.766,884
3481,3481_PCP,38.477,-3.702,926
3482,3482_PCP,38.475,-3.638,919
3483,3483_PCP,38.474,-3.574,869
3484,3484_PCP,38.472,-3.51,825
3485,3485_PCP,38.471,-3.447,822
3486,3486_PCP,38.47,-3.383,827
3487,3487_PCP,38.468,-3.319,807
3488,3488_PCP,38.467,-3.255,781
3489,3489_PCP,38.465,-3.192,776
3490,3490_PCP,38.463,-3.128,797
3491,3491_PCP,38.462,-3.064,831
3492,3492_PCP,38.46,-3,841
3493,3493_PCP,38.458,-2.936,796
3494,3494_PCP,38.457,-2.873,730
3495,3495_PCP,38.455,-2.809,719
3496,3496_PCP,38.453,-2.745,779
3497,3497_PCP,38.451,-2.681,859
3498,3498_PCP,38.449,-2.618,941
3499,3499_PCP,38.447,-2.554,1061
3500,3500_PCP,38.445,-2.49,1198
3501,3501_PCP,38.443,-2.426,1239
3502,3502_PCP,38.441,-2.363,1122
3503,3503_PCP,38.439,-2.299,947
3504,3504_PCP,38.437,-2.235,830
3505,3505_PCP,38.435,-2.171,769
3506,3506_PCP,38.433,-2.108,717
3507,3507_PCP,38.431,-2.044,667
3508,3508_PCP,38.428,-1.98,618
3509,3509_PCP,38.426,-1.916,572
3510,3510_PCP,38.424,-1.853,533
3511,3511_PCP,38.421,-1.789,504
3512,3512_PCP,38.419,-1.725,474
3513,3513_PCP,38.416,-1.662,458
3514,3514_PCP,38.414,-1.598,471
3515,3515_PCP,38.411,-1.534,494
3516,3516_PCP,38.409,-1.471,510
3517,3517_PCP,38.406,-1.407,518
3518,3518_PCP,38.404,-1.343,523
3519,3519_PCP,38.401,-1.28,535
3520,3520_PCP,38.398,-1.216,577
3521,3521_PCP,38.396,-1.152,634
3522,3522_PCP,38.393,-1.089,665
3523,3523_PCP,38.39,-1.025,665
3524,3524_PCP,38.387,-0.961,634
3525,3525_PCP,38.384,-0.898,539
3526,3526_PCP,38.381,-0.834,404
3527,3527_PCP,38.379,-0.77,298
3528,3528_PCP,38.376,-0.707,249
3529,3529_PCP,38.373,-0.643,212
3530,3530_PCP,38.37,-0.579,143
3531,3531_PCP,38.366,-0.516,63
3532,3532_PCP,38.543,-7.278,173
3533,3533_PCP,38.544,-7.214,200
3534,3534_PCP,38.544,-7.15,248
3535,3535_PCP,38.545,-7.086,300
3536,3536_PCP,38.545,-7.022,347
3537,3537_PCP,38.546,-6.958,385
3538,3538_PCP,38.547,-6.895,422
3539,3539_PCP,38.547,-6.831,458
3540,3540_PCP,38.547,-6.767,484
3541,3541_PCP,38.548,-6.703,494
3542,3542_PCP,38.548,-6.639,471
3543,3543_PCP,38.548,-6.575,414
3544,3544_PCP,38.549,-6.511,371
3545,3545_PCP,38.549,-6.447,386
3546,3546_PCP,38.549,-6.383,429
3547,3547_PCP,38.55,-6.319,438
3548,3548_PCP,38.55,-6.256,407
3549,3549_PCP,38.55,-6.192,383
3550,3550_PCP,38.55,-6.128,407
3551,3551_PCP,38.55,-6.064,471
3552,3552_PCP,38.55,-6,522
3553,3553_PCP,38.55,-5.936,525
3554,3554_PCP,38.55,-5.872,499
3555,3555_PCP,38.55,-5.808,500
3556,3556_PCP,38.55,-5.744,554
3557,3557_PCP,38.55,-5.681,616
3558,3558_PCP,38.549,-5.617,629
3559,3559_PCP,38.549,-5.553,597
3560,3560_PCP,38.549,-5.489,548
3561,3561_PCP,38.548,-5.425,495
3562,3562_PCP,38.548,-5.361,461
3563,3563_PCP,38.548,-5.297,466
3564,3564_PCP,38.547,-5.233,495
3565,3565_PCP,38.547,-5.169,510
3566,3566_PCP,38.547,-5.105,507
3567,3567_PCP,38.546,-5.042,507
3568,3568_PCP,38.545,-4.978,517
3569,3569_PCP,38.545,-4.914,517
3570,3570_PCP,38.544,-4.85,504
3571,3571_PCP,38.544,-4.786,505
3572,3572_PCP,38.543,-4.722,538
3573,3573_PCP,38.542,-4.658,597
3574,3574_PCP,38.541,-4.594,678
3575,3575_PCP,38.54,-4.531,769
3576,3576_PCP,38.54,-4.467,825
3577,3577_PCP,38.539,-4.403,825
3578,3578_PCP,38.538,-4.339,792
3579,3579_PCP,38.537,-4.275,760
3580,3580_PCP,38.536,-4.211,729
3581,3581_PCP,38.535,-4.147,699
3582,3582_PCP,38.534,-4.083,681
3583,3583_PCP,38.533,-4.02,673
3584,3584_PCP,38.532,-3.956,663
3585,3585_PCP,38.53,-3.892,665
3586,3586_PCP,38.529,-3.828,704
3587,3587_PCP,38.528,-3.764,765
3588,3588_PCP,38.526,-3.7,800
3589,3589_PCP,38.525,-3.636,802
3590,3590_PCP,38.524,-3.573,796
3591,3591_PCP,38.523,-3.509,800
3592,3592_PCP,38.521,-3.445,815
3593,3593_PCP,38.52,-3.381,827
3594,3594_PCP,38.518,-3.317,833
3595,3595_PCP,38.517,-3.253,840
3596,3596_PCP,38.515,-3.189,836
3597,3597_PCP,38.513,-3.126,828
3598,3598_PCP,38.512,-3.062,844
3599,3599_PCP,38.51,-2.998,879
3600,3600_PCP,38.508,-2.934,877
3601,3601_PCP,38.507,-2.87,812
3602,3602_PCP,38.505,-2.807,745
3603,3603_PCP,38.503,-2.743,760
3604,3604_PCP,38.501,-2.679,879
3605,3605_PCP,38.499,-2.615,1047
3606,3606_PCP,38.497,-2.551,1187
3607,3607_PCP,38.495,-2.488,1269
3608,3608_PCP,38.493,-2.424,1278
3609,3609_PCP,38.491,-2.36,1211
3610,3610_PCP,38.489,-2.296,1091
3611,3611_PCP,38.487,-2.232,980
3612,3612_PCP,38.485,-2.169,895
3613,3613_PCP,38.483,-2.105,815
3614,3614_PCP,38.48,-2.041,740
3615,3615_PCP,38.478,-1.977,681
3616,3616_PCP,38.476,-1.913,634
3617,3617_PCP,38.474,-1.85,587
3618,3618_PCP,38.471,-1.786,538
3619,3619_PCP,38.469,-1.722,494
3620,3620_PCP,38.466,-1.658,471
3621,3621_PCP,38.464,-1.595,494
3622,3622_PCP,38.461,-1.531,557
3623,3623_PCP,38.459,-1.467,605
3624,3624_PCP,38.456,-1.404,592
3625,3625_PCP,38.454,-1.34,556
3626,3626_PCP,38.451,-1.276,566
3627,3627_PCP,38.448,-1.212,634
3628,3628_PCP,38.446,-1.149,701
3629,3629_PCP,38.443,-1.085,717
3630,3630_PCP,38.44,-1.021,693
3631,3631_PCP,38.437,-0.958,631
3632,3632_PCP,38.434,-0.894,525
3633,3633_PCP,38.431,-0.83,424
3634,3634_PCP,38.428,-0.767,396
3635,3635_PCP,38.425,-0.703,401
3636,3636_PCP,38.422,-0.639,354
3637,3637_PCP,38.419,-0.576,239
3638,3638_PCP,38.416,-0.512,120
3639,3639_PCP,38.413,-0.448,45
3640,3640_PCP,38.593,-7.279,177
3641,3641_PCP,38.593,-7.215,200
3642,3642_PCP,38.594,-7.151,244
3643,3643_PCP,38.595,-7.087,295
3644,3644_PCP,38.595,-7.023,334
3645,3645_PCP,38.596,-6.959,360
3646,3646_PCP,38.596,-6.895,375
3647,3647_PCP,38.597,-6.831,371
3648,3648_PCP,38.597,-6.767,363
3649,3649_PCP,38.598,-6.703,365
3650,3650_PCP,38.598,-6.639,363
3651,3651_PCP,38.599,-6.575,349
3652,3652_PCP,38.599,-6.512,342
3653,3653_PCP,38.599,-6.448,363
3654,3654_PCP,38.599,-6.384,393
3655,3655_PCP,38.599,-6.32,394
3656,3656_PCP,38.6,-6.256,370
3657,3657_PCP,38.6,-6.192,358
3658,3658_PCP,38.6,-6.128,394
3659,3659_PCP,38.6,-6.064,460
3660,3660_PCP,38.6,-6,508
3661,3661_PCP,38.6,-5.936,515
3662,3662_PCP,38.6,-5.872,492
3663,3663_PCP,38.6,-5.808,481
3664,3664_PCP,38.6,-5.744,513
3665,3665_PCP,38.599,-5.68,557
3666,3666_PCP,38.599,-5.616,585
3667,3667_PCP,38.599,-5.552,592
3668,3668_PCP,38.599,-5.488,570
3669,3669_PCP,38.599,-5.425,517
3670,3670_PCP,38.598,-5.361,468
3671,3671_PCP,38.598,-5.297,458
3672,3672_PCP,38.597,-5.233,466
3673,3673_PCP,38.597,-5.169,461
3674,3674_PCP,38.596,-5.105,461
3675,3675_PCP,38.596,-5.041,487
3676,3676_PCP,38.595,-4.977,515
3677,3677_PCP,38.595,-4.913,505
3678,3678_PCP,38.594,-4.849,482
3679,3679_PCP,38.593,-4.785,504
3680,3680_PCP,38.593,-4.721,567
3681,3681_PCP,38.592,-4.657,641
3682,3682_PCP,38.591,-4.593,707
3683,3683_PCP,38.59,-4.529,756
3684,3684_PCP,38.59,-4.466,768
3685,3685_PCP,38.589,-4.402,750
3686,3686_PCP,38.588,-4.338,732
3687,3687_PCP,38.587,-4.274,721
3688,3688_PCP,38.586,-4.21,706
3689,3689_PCP,38.585,-4.146,704
3690,3690_PCP,38.584,-4.082,724
3691,3691_PCP,38.583,-4.018,730
3692,3692_PCP,38.581,-3.954,704
3693,3693_PCP,38.58,-3.89,668
3694,3694_PCP,38.579,-3.826,665
3695,3695_PCP,38.578,-3.762,686
3696,3696_PCP,38.577,-3.699,707
3697,3697_PCP,38.575,-3.635,727
3698,3698_PCP,38.574,-3.571,755
3699,3699_PCP,38.572,-3.507,782
3700,3700_PCP,38.571,-3.443,794
3701,3701_PCP,38.57,-3.379,799
3702,3702_PCP,38.568,-3.315,820
3703,3703_PCP,38.566,-3.251,856
3704,3704_PCP,38.565,-3.187,869
3705,3705_PCP,38.563,-3.124,848
3706,3706_PCP,38.562,-3.06,840
3707,3707_PCP,38.56,-2.996,877
3708,3708_PCP,38.558,-2.932,908
3709,3709_PCP,38.556,-2.868,877
3710,3710_PCP,38.555,-2.804,807
3711,3711_PCP,38.553,-2.74,776
3712,3712_PCP,38.551,-2.677,853
3713,3713_PCP,38.549,-2.613,1034
3714,3714_PCP,38.547,-2.549,1226
3715,3715_PCP,38.545,-2.485,1340
3716,3716_PCP,38.543,-2.421,1350
3717,3717_PCP,38.541,-2.357,1280
3718,3718_PCP,38.539,-2.293,1164
3719,3719_PCP,38.537,-2.23,1053
3720,3720_PCP,38.535,-2.166,977
3721,3721_PCP,38.533,-2.102,913
3722,3722_PCP,38.53,-2.038,833
3723,3723_PCP,38.528,-1.974,755
3724,3724_PCP,38.526,-1.911,701
3725,3725_PCP,38.523,-1.847,660
3726,3726_PCP,38.521,-1.783,606
3727,3727_PCP,38.519,-1.719,546
3728,3728_PCP,38.516,-1.655,508
3729,3729_PCP,38.514,-1.592,523
3730,3730_PCP,38.511,-1.528,585
3731,3731_PCP,38.509,-1.464,639
3732,3732_PCP,38.506,-1.4,639
3733,3733_PCP,38.504,-1.336,624
3734,3734_PCP,38.501,-1.273,642
3735,3735_PCP,38.498,-1.209,670
3736,3736_PCP,38.495,-1.145,685
3737,3737_PCP,38.493,-1.081,706
3738,3738_PCP,38.49,-1.018,722
3739,3739_PCP,38.487,-0.954,667
3740,3740_PCP,38.484,-0.89,551
3741,3741_PCP,38.481,-0.826,499
3742,3742_PCP,38.478,-0.763,566
3743,3743_PCP,38.475,-0.699,637
3744,3744_PCP,38.472,-0.635,574
3745,3745_PCP,38.469,-0.572,396
3746,3746_PCP,38.466,-0.508,238
3747,3747_PCP,38.463,-0.444,164
3748,3748_PCP,38.46,-0.381,127
3749,3749_PCP,38.643,-7.28,182
3750,3750_PCP,38.644,-7.216,194
3751,3751_PCP,38.644,-7.152,233
3752,3752_PCP,38.645,-7.088,275
3753,3753_PCP,38.645,-7.024,301
3754,3754_PCP,38.646,-6.96,318
3755,3755_PCP,38.646,-6.896,318
3756,3756_PCP,38.647,-6.832,300
3757,3757_PCP,38.647,-6.768,288
3758,3758_PCP,38.648,-6.704,293
3759,3759_PCP,38.648,-6.64,305
3760,3760_PCP,38.648,-6.576,311
3761,3761_PCP,38.649,-6.512,323
3762,3762_PCP,38.649,-6.448,344
3763,3763_PCP,38.649,-6.384,362
3764,3764_PCP,38.65,-6.32,355
3765,3765_PCP,38.65,-6.256,334
3766,3766_PCP,38.65,-6.192,331
3767,3767_PCP,38.65,-6.128,368
3768,3768_PCP,38.65,-6.064,429
3769,3769_PCP,38.65,-6,477
3770,3770_PCP,38.65,-5.936,494
3771,3771_PCP,38.65,-5.872,477
3772,3772_PCP,38.65,-5.808,461
3773,3773_PCP,38.65,-5.744,464
3774,3774_PCP,38.65,-5.68,481
3775,3775_PCP,38.649,-5.616,507
3776,3776_PCP,38.649,-5.552,543
3777,3777_PCP,38.649,-5.488,562
3778,3778_PCP,38.648,-5.424,548
3779,3779_PCP,38.648,-5.36,523
3780,3780_PCP,38.648,-5.296,504
3781,3781_PCP,38.647,-5.232,476
3782,3782_PCP,38.647,-5.168,442
3783,3783_PCP,38.646,-5.104,435
3784,3784_PCP,38.646,-5.04,473
3785,3785_PCP,38.645,-4.976,502
3786,3786_PCP,38.645,-4.912,486
3787,3787_PCP,38.644,-4.848,468
3788,3788_PCP,38.644,-4.784,504
3789,3789_PCP,38.643,-4.72,567
3790,3790_PCP,38.642,-4.656,611
3791,3791_PCP,38.641,-4.592,632
3792,3792_PCP,38.64,-4.528,654
3793,3793_PCP,38.64,-4.464,681
3794,3794_PCP,38.639,-4.4,717
3795,3795_PCP,38.638,-4.336,743
3796,3796_PCP,38.637,-4.273,747
3797,3797_PCP,38.636,-4.209,740
3798,3798_PCP,38.635,-4.145,747
3799,3799_PCP,38.634,-4.081,765
3800,3800_PCP,38.633,-4.017,768
3801,3801_PCP,38.631,-3.953,752
3802,3802_PCP,38.63,-3.889,730
3803,3803_PCP,38.629,-3.825,704
3804,3804_PCP,38.628,-3.761,686
3805,3805_PCP,38.627,-3.697,696
3806,3806_PCP,38.625,-3.633,729
3807,3807_PCP,38.624,-3.569,755
3808,3808_PCP,38.622,-3.505,760
3809,3809_PCP,38.621,-3.441,753
3810,3810_PCP,38.62,-3.377,760
3811,3811_PCP,38.618,-3.313,792
3812,3812_PCP,38.617,-3.249,840
3813,3813_PCP,38.615,-3.185,867
3814,3814_PCP,38.613,-3.121,858
3815,3815_PCP,38.612,-3.058,843
3816,3816_PCP,38.61,-2.994,864
3817,3817_PCP,38.608,-2.93,906
3818,3818_PCP,38.606,-2.866,926
3819,3819_PCP,38.605,-2.802,905
3820,3820_PCP,38.603,-2.738,858
3821,3821_PCP,38.601,-2.674,836
3822,3822_PCP,38.599,-2.61,911
3823,3823_PCP,38.597,-2.546,1089
3824,3824_PCP,38.595,-2.482,1273
3825,3825_PCP,38.593,-2.419,1355
3826,3826_PCP,38.591,-2.355,1308
3827,3827_PCP,38.589,-2.291,1198
3828,3828_PCP,38.587,-2.227,1105
3829,3829_PCP,38.585,-2.163,1045
3830,3830_PCP,38.583,-2.099,986
3831,3831_PCP,38.58,-2.035,906
3832,3832_PCP,38.578,-1.971,823
3833,3833_PCP,38.576,-1.908,766
3834,3834_PCP,38.573,-1.844,729
3835,3835_PCP,38.571,-1.78,685
3836,3836_PCP,38.569,-1.716,628
3837,3837_PCP,38.566,-1.652,584
3838,3838_PCP,38.564,-1.588,579
3839,3839_PCP,38.561,-1.525,606
3840,3840_PCP,38.559,-1.461,641
3841,3841_PCP,38.556,-1.397,678
3842,3842_PCP,38.553,-1.333,725
3843,3843_PCP,38.551,-1.269,747
3844,3844_PCP,38.548,-1.205,694
3845,3845_PCP,38.545,-1.142,624
3846,3846_PCP,38.543,-1.078,637
3847,3847_PCP,38.54,-1.014,696
3848,3848_PCP,38.537,-0.95,665
3849,3849_PCP,38.534,-0.886,570
3850,3850_PCP,38.531,-0.823,582
3851,3851_PCP,38.528,-0.759,716
3852,3852_PCP,38.525,-0.695,804
3853,3853_PCP,38.522,-0.631,729
3854,3854_PCP,38.519,-0.568,566
3855,3855_PCP,38.516,-0.504,447
3856,3856_PCP,38.513,-0.44,406
3857,3857_PCP,38.51,-0.376,337
3858,3858_PCP,38.507,-0.313,184
3859,3859_PCP,38.503,-0.249,40
3860,3860_PCP,38.693,-7.281,181
3861,3861_PCP,38.693,-7.217,174
3862,3862_PCP,38.694,-7.153,208
3863,3863_PCP,38.695,-7.089,244
3864,3864_PCP,38.695,-7.025,262
3865,3865_PCP,38.696,-6.96,272
3866,3866_PCP,38.696,-6.896,272
3867,3867_PCP,38.697,-6.832,265
3868,3868_PCP,38.697,-6.768,264
3869,3869_PCP,38.698,-6.704,272
3870,3870_PCP,38.698,-6.64,280
3871,3871_PCP,38.699,-6.576,287
3872,3872_PCP,38.699,-6.512,303
3873,3873_PCP,38.699,-6.448,324
3874,3874_PCP,38.699,-6.384,334
3875,3875_PCP,38.7,-6.32,321
3876,3876_PCP,38.7,-6.256,306
3877,3877_PCP,38.7,-6.192,318
3878,3878_PCP,38.7,-6.128,363
3879,3879_PCP,38.7,-6.064,420
3880,3880_PCP,38.7,-6,460
3881,3881_PCP,38.7,-5.936,464
3882,3882_PCP,38.7,-5.872,453
3883,3883_PCP,38.7,-5.808,448
3884,3884_PCP,38.7,-5.744,443
3885,3885_PCP,38.7,-5.68,433
3886,3886_PCP,38.699,-5.616,440
3887,3887_PCP,38.699,-5.552,471
3888,3888_PCP,38.699,-5.488,508
3889,3889_PCP,38.699,-5.424,536
3890,3890_PCP,38.698,-5.36,554
3891,3891_PCP,38.698,-5.296,556
3892,3892_PCP,38.697,-5.232,526
3893,3893_PCP,38.697,-5.168,476
3894,3894_PCP,38.696,-5.104,443
3895,3895_PCP,38.696,-5.04,453
3896,3896_PCP,38.695,-4.975,474
3897,3897_PCP,38.695,-4.911,466
3898,3898_PCP,38.694,-4.847,456
3899,3899_PCP,38.693,-4.783,479
3900,3900_PCP,38.693,-4.719,520
3901,3901_PCP,38.692,-4.655,543
3902,3902_PCP,38.691,-4.591,556
3903,3903_PCP,38.69,-4.527,587
3904,3904_PCP,38.69,-4.463,654
3905,3905_PCP,38.689,-4.399,722
3906,3906_PCP,38.688,-4.335,752
3907,3907_PCP,38.687,-4.271,742
3908,3908_PCP,38.686,-4.207,724
3909,3909_PCP,38.685,-4.143,725
3910,3910_PCP,38.684,-4.079,743
3911,3911_PCP,38.683,-4.015,774
3912,3912_PCP,38.681,-3.951,799
3913,3913_PCP,38.68,-3.887,781
3914,3914_PCP,38.679,-3.823,725
3915,3915_PCP,38.678,-3.759,686
3916,3916_PCP,38.676,-3.695,701
3917,3917_PCP,38.675,-3.631,738
3918,3918_PCP,38.674,-3.567,747
3919,3919_PCP,38.672,-3.503,725
3920,3920_PCP,38.671,-3.439,716
3921,3921_PCP,38.669,-3.375,734
3922,3922_PCP,38.668,-3.311,771
3923,3923_PCP,38.666,-3.247,810
3924,3924_PCP,38.665,-3.183,836
3925,3925_PCP,38.663,-3.119,846
3926,3926_PCP,38.662,-3.055,849
3927,3927_PCP,38.66,-2.991,866
3928,3928_PCP,38.658,-2.928,903
3929,3929_PCP,38.657,-2.864,954
3930,3930_PCP,38.655,-2.8,978
3931,3931_PCP,38.653,-2.736,947
3932,3932_PCP,38.651,-2.672,874
3933,3933_PCP,38.649,-2.608,846
3934,3934_PCP,38.647,-2.544,937
3935,3935_PCP,38.645,-2.48,1114
3936,3936_PCP,38.643,-2.416,1247
3937,3937_PCP,38.641,-2.352,1269
3938,3938_PCP,38.639,-2.288,1223
3939,3939_PCP,38.637,-2.224,1182
3940,3940_PCP,38.635,-2.16,1143
3941,3941_PCP,38.633,-2.096,1073
3942,3942_PCP,38.63,-2.032,978
3943,3943_PCP,38.628,-1.969,889
3944,3944_PCP,38.626,-1.905,825
3945,3945_PCP,38.623,-1.841,784
3946,3946_PCP,38.621,-1.777,753
3947,3947_PCP,38.619,-1.713,717
3948,3948_PCP,38.616,-1.649,685
3949,3949_PCP,38.614,-1.585,663
3950,3950_PCP,38.611,-1.521,657
3951,3951_PCP,38.609,-1.457,676
3952,3952_PCP,38.606,-1.394,732
3953,3953_PCP,38.603,-1.33,794
3954,3954_PCP,38.601,-1.266,794
3955,3955_PCP,38.598,-1.202,707
3956,3956_PCP,38.595,-1.138,611
3957,3957_PCP,38.593,-1.074,597
3958,3958_PCP,38.59,-1.01,621
3959,3959_PCP,38.587,-0.947,588
3960,3960_PCP,38.584,-0.883,549
3961,3961_PCP,38.581,-0.819,628
3962,3962_PCP,38.578,-0.755,776
3963,3963_PCP,38.575,-0.691,831
3964,3964_PCP,38.572,-0.628,771
3965,3965_PCP,38.569,-0.564,709
3966,3966_PCP,38.566,-0.5,706
3967,3967_PCP,38.563,-0.436,698
3968,3968_PCP,38.56,-0.372,592
3969,3969_PCP,38.556,-0.309,402
3970,3970_PCP,38.553,-0.245,239
3971,3971_PCP,38.55,-0.181,140
3972,3972_PCP,38.547,-0.117,62
3973,3973_PCP,38.743,-7.217,171
3974,3974_PCP,38.744,-7.153,186
3975,3975_PCP,38.745,-7.089,207
3976,3976_PCP,38.745,-7.025,225
3977,3977_PCP,38.746,-6.961,239
3978,3978_PCP,38.746,-6.897,249
3979,3979_PCP,38.747,-6.833,252
3980,3980_PCP,38.747,-6.769,252
3981,3981_PCP,38.748,-6.705,254
3982,3982_PCP,38.748,-6.641,257
3983,3983_PCP,38.748,-6.577,265
3984,3984_PCP,38.749,-6.513,287
3985,3985_PCP,38.749,-6.449,311
3986,3986_PCP,38.749,-6.384,316
3987,3987_PCP,38.749,-6.32,298
3988,3988_PCP,38.75,-6.256,292
3989,3989_PCP,38.75,-6.192,321
3990,3990_PCP,38.75,-6.128,373
3991,3991_PCP,38.75,-6.064,420
3992,3992_PCP,38.75,-6,435
3993,3993_PCP,38.75,-5.936,425
3994,3994_PCP,38.75,-5.872,427
3995,3995_PCP,38.75,-5.808,445
3996,3996_PCP,38.75,-5.744,443
3997,3997_PCP,38.749,-5.68,416
3998,3998_PCP,38.749,-5.616,398
3999,3999_PCP,38.749,-5.551,409
4000,4000_PCP,38.749,-5.487,440
4001,4001_PCP,38.748,-5.423,481
4002,4002_PCP,38.748,-5.359,522
4003,4003_PCP,38.748,-5.295,556
4004,4004_PCP,38.747,-5.231,559
4005,4005_PCP,38.747,-5.167,512
4006,4006_PCP,38.746,-5.103,445
4007,4007_PCP,38.746,-5.039,420
4008,4008_PCP,38.745,-4.975,448
4009,4009_PCP,38.745,-4.911,474
4010,4010_PCP,38.744,-4.847,469
4011,4011_PCP,38.743,-4.783,466
4012,4012_PCP,38.743,-4.718,491
4013,4013_PCP,38.742,-4.654,531
4014,4014_PCP,38.741,-4.59,569
4015,4015_PCP,38.74,-4.526,613
4016,4016_PCP,38.739,-4.462,672
4017,4017_PCP,38.739,-4.398,711
4018,4018_PCP,38.738,-4.334,709
4019,4019_PCP,38.737,-4.27,688
4020,4020_PCP,38.736,-4.206,673
4021,4021_PCP,38.735,-4.142,675
4022,4022_PCP,38.734,-4.078,703
4023,4023_PCP,38.733,-4.014,763
4024,4024_PCP,38.731,-3.95,804
4025,4025_PCP,38.73,-3.886,771
4026,4026_PCP,38.729,-3.822,696
4027,4027_PCP,38.728,-3.758,660
4028,4028_PCP,38.727,-3.694,685
4029,4029_PCP,38.725,-3.63,717
4030,4030_PCP,38.724,-3.565,719
4031,4031_PCP,38.722,-3.501,704
4032,4032_PCP,38.721,-3.437,706
4033,4033_PCP,38.719,-3.373,732
4034,4034_PCP,38.718,-3.309,766
4035,4035_PCP,38.716,-3.245,789
4036,4036_PCP,38.715,-3.181,802
4037,4037_PCP,38.713,-3.117,817
4038,4038_PCP,38.712,-3.053,841
4039,4039_PCP,38.71,-2.989,872
4040,4040_PCP,38.708,-2.925,910
4041,4041_PCP,38.706,-2.861,957
4042,4042_PCP,38.705,-2.797,993
4043,4043_PCP,38.703,-2.733,991
4044,4044_PCP,38.701,-2.669,946
4045,4045_PCP,38.699,-2.605,903
4046,4046_PCP,38.697,-2.541,919
4047,4047_PCP,38.695,-2.477,1008
4048,4048_PCP,38.693,-2.413,1109
4049,4049_PCP,38.691,-2.349,1167
4050,4050_PCP,38.689,-2.285,1189
4051,4051_PCP,38.687,-2.221,1202
4052,4052_PCP,38.685,-2.157,1195
4053,4053_PCP,38.682,-2.094,1133
4054,4054_PCP,38.68,-2.03,1027
4055,4055_PCP,38.678,-1.966,924
4056,4056_PCP,38.676,-1.902,858
4057,4057_PCP,38.673,-1.838,827
4058,4058_PCP,38.671,-1.774,813
4059,4059_PCP,38.669,-1.71,800
4060,4060_PCP,38.666,-1.646,779
4061,4061_PCP,38.664,-1.582,755
4062,4062_PCP,38.661,-1.518,740
4063,4063_PCP,38.658,-1.454,756
4064,4064_PCP,38.656,-1.39,794
4065,4065_PCP,38.653,-1.326,807
4066,4066_PCP,38.651,-1.262,768
4067,4067_PCP,38.648,-1.198,704
4068,4068_PCP,38.645,-1.135,659
4069,4069_PCP,38.642,-1.071,631
4070,4070_PCP,38.64,-1.007,587
4071,4071_PCP,38.637,-0.943,533
4072,4072_PCP,38.634,-0.879,539
4073,4073_PCP,38.631,-0.815,645
4074,4074_PCP,38.628,-0.751,771
4075,4075_PCP,38.625,-0.687,823
4076,4076_PCP,38.622,-0.624,817
4077,4077_PCP,38.619,-0.56,833
4078,4078_PCP,38.616,-0.496,869
4079,4079_PCP,38.613,-0.432,866
4080,4080_PCP,38.61,-0.368,799
