date,Q,P,Q_interp,Q_filled
1988-03-13,0.9,2.303008414306935,0.9,0.9
1988-03-14,0.8,2.200597376505666,0.8,0.8
1988-03-15,0.7,2.894232550374706,0.7,0.7
1988-03-16,0.6,4.950933896798015,0.6,0.6
1988-03-17,0.6,4.758242311846156,0.6,0.6
1988-03-18,0.5,0.5943136041441184,0.5,0.5
1988-03-19,0.6,3.8475619661639584,0.6,0.6
1988-03-20,0.5,3.944496605438612,0.5,0.5
1988-03-21,0.5,1.460539820048988,0.5,0.5
1988-03-22,0.4,1.0480713543341929,0.4,0.4
1988-03-23,0.4,0.9888969473023078,0.4,0.4
1988-03-24,0.3,2.5007026523362987,0.3,0.3
1988-03-25,0.3,4.149831660004901,0.3,0.3
1988-03-26,0.2,2.040518721247021,0.2,0.2
1988-03-27,0.2,0.082179117456791,0.2,0.2
1988-03-28,0.2,1.3662650426678973,0.2,0.2
1988-03-29,0.1,1.317897184312703,0.1,0.1
1988-03-30,0.0,3.529616695644523,0.0,0.0
1988-03-31,0.0,3.6787425741836817,0.0,0.0
1988-04-01,0.0,2.669946483702354,0.0,0.0
1988-04-02,0.0,4.765103574233698,0.0,0.0
1988-04-03,0.0,5.0417461195155315,0.0,0.0
1988-04-04,0.0,1.4490318156837758,0.0,0.0
1988-04-05,0.0,0.9650372275823559,0.0,0.0
1988-04-06,0.0,2.173239966435569,0.0,0.0
1988-04-07,0.0,2.6653607334651888,0.0,0.0
1988-04-08,0.0,1.3773859496378136,0.0,0.0
1988-04-09,0.0,17.28912652092725,0.0,0.0
1988-04-10,0.0,6.677348566228471,0.0,0.0
1988-04-11,0.0,1.250923545657926,0.0,0.0
1988-04-12,0.0,0.7563177556110415,0.0,0.0
1988-04-13,0.0,1.1492080542005596,0.0,0.0
1988-04-14,0.0,5.110705194886853,0.0,0.0
1988-04-15,0.0,5.205858311625938,0.0,0.0
1988-04-16,0.0,6.73761214567283,0.0,0.0
1988-04-17,0.0,0.9338709092998643,0.0,0.0
1988-04-18,0.0,3.5182554823223757,0.0,0.0
1988-04-19,0.0,1.0316779818241315,0.0,0.0
1988-04-20,0.0,7.823278211286319,0.0,0.0
1988-04-21,0.0,0.9698851581474763,0.0,0.0
1988-04-22,0.0,0.5661703765838537,0.0,0.0
1988-04-23,0.0,0.70673975953693,0.0,0.0
1988-04-24,0.0,2.3121306640396955,0.0,0.0
1988-04-25,0.0,4.103458925412725,0.0,0.0
1988-04-26,0.0,3.8958075737610556,0.0,0.0
1988-04-27,0.0,0.7432202443507421,0.0,0.0
1988-04-28,0.0,1.6163012717667364,0.0,0.0
1988-04-29,0.0,1.4166694462430716,0.0,0.0
1988-04-30,0.0,0.6232811188120386,0.0,0.0
1988-05-01,0.0,1.3832909640631992,0.0,0.0
1988-05-02,0.0,6.526790424499646,0.0,0.0
1988-05-03,0.0,0.5230785276454948,0.0,0.0
1988-05-04,0.0,2.8204423200796818,0.0,0.0
1988-05-05,0.0,6.638228340508177,0.0,0.0
1988-05-06,0.0,6.388269518225452,0.0,0.0
1988-05-07,0.0,8.08856786941991,0.0,0.0
1988-05-08,0.0,3.05679985920241,0.0,0.0
1988-05-09,0.0,3.4393969283700465,0.0,0.0
1988-05-10,0.0,1.409398285825629,0.0,0.0
1988-05-11,0.0,0.5083572248039078,0.0,0.0
1988-05-12,0.0,2.0373391522478195,0.0,0.0
1988-05-13,0.0,5.594178363366616,0.0,0.0
1988-05-14,0.0,1.4743855926473834,0.0,0.0
1988-05-15,0.0,3.7150442177683467,0.0,0.0
1988-05-16,0.0,2.3401398082184204,0.0,0.0
1988-05-17,0.0,6.1266143137210065,0.0,0.0
1988-05-18,0.0,5.165026858793811,0.0,0.0
1988-05-19,0.0,0.42742355317430564,0.0,0.0
1988-05-20,0.0,2.516885269371621,0.0,0.0
1988-05-21,0.0,1.0873132133378824,0.0,0.0
1988-05-22,0.0,1.0723216951495225,0.0,0.0
1988-05-23,0.0,0.4746760091938848,0.0,0.0
1988-05-24,0.0,2.891653642491258,0.0,0.0
1988-05-25,0.0,6.222257717820614,0.0,0.0
1988-05-26,0.0,3.1130394157540118,0.0,0.0
1988-05-27,0.0,0.43497320361936487,0.0,0.0
1988-05-28,0.0,2.223791448359919,0.0,0.0
1988-05-29,0.0,3.5975983658429063,0.0,0.0
1988-05-30,0.0,2.0768935160044886,0.0,0.0
1988-05-31,0.0,3.0666499313203244,0.0,0.0
1988-06-01,0.0,1.184171240173674,0.0,0.0
1988-06-02,0.0,1.8602805893918473,0.0,0.0
1988-06-03,0.0,1.7532881251041643,0.0,0.0
1988-06-04,0.0,7.0889097935475505,0.0,0.0
1988-06-05,0.0,0.7624820989164954,0.0,0.0
1988-06-06,0.0,0.10552213787360468,0.0,0.0
1988-06-07,0.0,6.757586052349183,0.0,0.0
1988-06-08,0.0,2.592593155666382,0.0,0.0
1988-06-09,0.0,0.5842755900953683,0.0,0.0
1988-06-10,0.0,4.822123612666715,0.0,0.0
1988-06-11,0.0,3.7785889656942215,0.0,0.0
1988-06-12,0.0,7.951130077694789,0.0,0.0
1988-06-13,0.0,2.774609216286103,0.0,0.0
1988-06-14,0.0,12.254393109252826,0.0,0.0
1988-06-15,0.0,2.0940147389205617,0.0,0.0
1988-06-16,0.0,3.784339485833233,0.0,0.0
1988-06-17,0.0,4.232251032953757,0.0,0.0
1988-06-18,0.0,1.5324040668191832,0.0,0.0
1988-06-19,0.0,1.4845105415006565,0.0,0.0
1988-06-20,0.0,4.301440605430362,0.0,0.0
1988-06-21,0.0,0.5212366922868102,0.0,0.0
1988-06-22,0.0,1.0794617945718332,0.0,0.0
1988-06-23,0.0,2.0407537145717,0.0,0.0
1988-06-24,0.0,7.76920918105308,0.0,0.0
1988-06-25,0.0,4.303775354281541,0.0,0.0
1988-06-26,0.0,2.502771307616564,0.0,0.0
1988-06-27,0.0,1.393207179619556,0.0,0.0
1988-06-28,0.0,10.109350557874754,0.0,0.0
1988-06-29,0.0,2.210460517644157,0.0,0.0
1988-06-30,0.0,1.078320581550842,0.0,0.0
1988-07-01,0.0,11.518864570163236,0.0,0.0
1988-07-02,0.0,0.5534694057468935,0.0,0.0
1988-07-03,0.0,6.3685481683665985,0.0,0.0
1988-07-04,0.0,2.3648169041732703,0.0,0.0
1988-07-05,0.0,4.29550480584346,0.0,0.0
1988-07-06,0.0,3.7004657279939086,0.0,0.0
1988-07-07,0.0,4.246157813346665,0.0,0.0
1988-07-08,0.0,12.26909951700939,0.0,0.0
1988-07-09,0.0,10.952261228300722,0.0,0.0
1988-07-10,0.0,1.1420352534885403,0.0,0.0
1988-07-11,0.0,3.5860939313216704,0.0,0.0
1988-07-12,0.0,0.25444238783049306,0.0,0.0
1988-07-13,0.0,4.618204001295126,0.0,0.0
1988-07-14,0.0,5.496207940968792,0.0,0.0
1988-07-15,0.0,0.10868231024396678,0.0,0.0
1988-07-16,0.0,2.2860555431331466,0.0,0.0
1988-07-17,0.0,4.289222650022093,0.0,0.0
1988-07-18,0.0,3.1771187101952685,0.0,0.0
1988-07-19,0.0,0.5684455626839653,0.0,0.0
1988-07-20,0.0,0.6523601891124129,0.0,0.0
1988-07-21,0.0,2.04672086859936,0.0,0.0
1988-07-22,0.0,1.5321913053500595,0.0,0.0
1988-07-23,0.0,1.6814651715889857,0.0,0.0
1988-07-24,0.0,0.4698696648381952,0.0,0.0
1988-07-25,0.0,2.401815410405198,0.0,0.0
1988-07-26,0.0,7.813882412837761,0.0,0.0
1988-07-27,0.0,0.600771424579366,0.0,0.0
1988-07-28,0.0,1.8902359133713904,0.0,0.0
1988-07-29,0.0,3.9132713509145476,0.0,0.0
1988-07-30,0.0,2.4236656939110888,0.0,0.0
1988-07-31,0.0,5.367496870605918,0.0,0.0
1988-08-01,0.0,0.7778125889800067,0.0,0.0
1988-08-02,0.0,2.639453171451405,0.0,0.0
1988-08-03,0.0,5.068808157282679,0.0,0.0
1988-08-04,0.0,11.819485255853369,0.0,0.0
1988-08-05,0.0,2.520717761688977,0.0,0.0
1988-08-06,0.0,1.1063640545068683,0.0,0.0
1988-08-07,0.0,1.1166562919164489,0.0,0.0
1988-08-08,0.0,0.43310096588290725,0.0,0.0
1988-08-09,0.0,8.28996534202006,0.0,0.0
1988-08-10,0.0,4.82939663379982,0.0,0.0
1988-08-11,0.0,0.6521561234697681,0.0,0.0
1988-08-12,0.0,1.037843584691289,0.0,0.0
1988-08-13,0.0,2.4834970968190273,0.0,0.0
1988-08-14,0.0,5.335975497606236,0.0,0.0
1988-08-15,0.0,3.593548189814406,0.0,0.0
1988-08-16,0.0,3.3091309342055903,0.0,0.0
1988-08-17,0.0,2.796625008637039,0.0,0.0
1988-08-18,0.0,0.697554551161016,0.0,0.0
1988-08-19,0.0,2.5129111217792417,0.0,0.0
1988-08-20,0.0,2.2482083013661027,0.0,0.0
1988-08-21,0.0,0.42452539200406525,0.0,0.0
1988-08-22,0.0,8.13631666709247,0.0,0.0
1988-08-23,0.0,1.2775611419033046,0.0,0.0
1988-08-24,0.0,1.5122608808569178,0.0,0.0
1988-08-25,0.0,1.819882464153613,0.0,0.0
1988-08-26,0.0,2.1861172718560367,0.0,0.0
1988-08-27,0.0,1.7905558131818227,0.0,0.0
1988-08-28,0.0,2.3026414103070194,0.0,0.0
1988-08-29,0.0,2.6716511554064595,0.0,0.0
1988-08-30,0.0,2.5511084936266863,0.0,0.0
1988-08-31,0.0,3.2884453702913734,0.0,0.0
1988-09-01,0.0,3.456749797701366,0.0,0.0
1988-09-02,0.0,3.530034018563254,0.0,0.0
1988-09-03,0.0,4.288825716128044,0.0,0.0
1988-09-04,0.0,1.1344911621642861,0.0,0.0
1988-09-05,0.0,1.1795706698371065,0.0,0.0
1988-09-06,0.0,5.355167086485668,0.0,0.0
1988-09-07,0.0,1.559162138893681,0.0,0.0
1988-09-08,0.0,2.07501167717806,0.0,0.0
1988-09-09,0.0,1.9058323132928803,0.0,0.0
1988-09-10,0.0,11.510968117258482,0.0,0.0
1988-09-11,0.0,0.9340611270701602,0.0,0.0
1988-09-12,0.0,0.9141833474578311,0.0,0.0
1988-09-13,0.0,2.309936276014386,0.0,0.0
1988-09-14,0.0,1.957711128948363,0.0,0.0
1988-09-15,0.0,0.6444044318848614,0.0,0.0
1988-09-16,0.0,2.1402680187751617,0.0,0.0
1988-09-17,0.0,2.368123388407371,0.0,0.0
1988-09-18,0.0,1.4057962092025775,0.0,0.0
1988-09-19,0.0,2.022858620469877,0.0,0.0
1988-09-20,0.0,1.0387793795252747,0.0,0.0
1988-09-21,0.0,0.6463450712898207,0.0,0.0
1988-09-22,0.0,1.547358784634595,0.0,0.0
1988-09-23,0.0,0.7761681938310814,0.0,0.0
1988-09-24,0.0,0.49978132019225385,0.0,0.0
1988-09-25,0.0,0.1831271366420976,0.0,0.0
1988-09-26,0.0,2.8382829807395655,0.0,0.0
1988-09-27,0.0,1.4958749176623156,0.0,0.0
1988-09-28,0.0,5.3798235109464105,0.0,0.0
1988-09-29,0.0,1.623633300623165,0.0,0.0
1988-09-30,0.0,2.8263595515776534,0.0,0.0
1988-10-01,0.0,1.2122613197241696,0.0,0.0
1988-10-02,0.0,2.2452628297549064,0.0,0.0
1988-10-03,0.0,0.18569135900219982,0.0,0.0
1988-10-04,0.0,1.5244286808767464,0.0,0.0
1988-10-05,0.0,0.9408718386049498,0.0,0.0
1988-10-06,0.0,4.958655573047912,0.0,0.0
1988-10-07,0.0,2.671315749121671,0.0,0.0
1988-10-08,0.0,4.425781640568857,0.0,0.0
1988-10-09,0.0,5.842693994970181,0.0,0.0
1988-10-10,0.0,1.4021063310137887,0.0,0.0
1988-10-11,0.0,2.572588151067601,0.0,0.0
1988-10-12,0.0,0.692905634819623,0.0,0.0
1988-10-13,0.0,3.201671115358308,0.0,0.0
1988-10-14,0.0,3.6010519461941652,0.0,0.0
1988-10-15,0.0,3.020018633206152,0.0,0.0
1988-10-16,0.0,1.4005033313270516,0.0,0.0
1988-10-17,0.0,8.702393774073919,0.0,0.0
1988-10-18,0.0,2.362510216880922,0.0,0.0
1988-10-19,0.0,0.697902916126647,0.0,0.0
1988-10-20,0.0,3.8849408350683903,0.0,0.0
1988-10-21,0.0,5.074742258412985,0.0,0.0
1988-10-22,0.0,0.7147485516348653,0.0,0.0
1988-10-23,0.0,1.8211189287214211,0.0,0.0
1988-10-24,0.0,0.4290038576476946,0.0,0.0
1988-10-25,0.0,6.014592268633608,0.0,0.0
1988-10-26,0.0,2.1198620788814404,0.0,0.0
1988-10-27,0.0,0.9455979761282035,0.0,0.0
1988-10-28,0.0,5.126135684199571,0.0,0.0
1988-10-29,0.0,2.3047098833788984,0.0,0.0
1988-10-30,0.0,4.588689375484483,0.0,0.0
1988-10-31,0.0,3.3740508386815895,0.0,0.0
1988-11-01,0.0,0.8070508607872081,0.0,0.0
1988-11-02,0.0,1.3525422048608815,0.0,0.0
1988-11-03,0.0,0.9751811002344413,0.0,0.0
1988-11-04,0.0,0.6410648463133746,0.0,0.0
1988-11-05,0.0,0.2879990639635409,0.0,0.0
1988-11-06,0.0,9.997310666445133,0.0,0.0
1988-11-07,0.0,2.9726929115448617,0.0,0.0
1988-11-08,0.0,3.356335190908078,0.0,0.0
1988-11-09,0.0,5.577013223638644,0.0,0.0
1988-11-10,0.0,1.3385760737714687,0.0,0.0
1988-11-11,0.0,0.47374125141646933,0.0,0.0
1988-11-12,0.0,4.273270390970179,0.0,0.0
1988-11-13,0.0,0.5827674258994041,0.0,0.0
1988-11-14,0.0,4.192245515064757,0.0,0.0
1988-11-15,0.0,0.3802111853402196,0.0,0.0
1988-11-16,0.0,0.5304061789828347,0.0,0.0
1988-11-17,0.0,1.204360726000204,0.0,0.0
1988-11-18,0.0,4.066253492273639,0.0,0.0
1988-11-19,0.0,7.868209156739064,0.0,0.0
1988-11-20,0.0,3.3518269843180715,0.0,0.0
1988-11-21,0.0,1.2549908520018012,0.0,0.0
1988-11-22,0.0,4.904387317296493,0.0,0.0
1988-11-23,0.0,0.36390690841648876,0.0,0.0
1988-11-24,0.0,0.8587529398151178,0.0,0.0
1988-11-25,0.0,2.509487667817512,0.0,0.0
1988-11-26,0.0,4.386422923928851,0.0,0.0
1988-11-27,0.0,1.9109633503636827,0.0,0.0
1988-11-28,0.0,1.7209704048890195,0.0,0.0
1988-11-29,0.0,1.820469145102532,0.0,0.0
1988-11-30,0.0,5.538505822028015,0.0,0.0
1988-12-01,0.0,1.0478110804860226,0.0,0.0
1988-12-02,0.0,0.7933361149674175,0.0,0.0
1988-12-03,0.0,1.79294560225561,0.0,0.0
1988-12-04,0.0,6.1419790729663495,0.0,0.0
1988-12-05,0.0,1.182795089805301,0.0,0.0
1988-12-06,0.0,1.8149657462590534,0.0,0.0
1988-12-07,0.0,0.3552867404591056,0.0,0.0
1988-12-08,0.0,1.8886054432461672,0.0,0.0
1988-12-09,0.0,2.8496748701091095,0.0,0.0
1988-12-10,0.0,0.5839103267113961,0.0,0.0
1988-12-11,0.0,5.546527959941633,0.0,0.0
1988-12-12,0.0,2.8177626024594216,0.0,0.0
1988-12-13,0.0,1.3840460218640478,0.0,0.0
1988-12-14,0.0,2.836173968184224,0.0,0.0
1988-12-15,0.0,3.518888468464433,0.0,0.0
1988-12-16,0.0,0.22844749993318525,0.0,0.0
1988-12-17,0.0,2.931626880520026,0.0,0.0
1988-12-18,0.0,5.977041472799474,0.0,0.0
1988-12-19,0.0,1.0317170279595331,0.0,0.0
1988-12-20,0.0,1.4144554611614568,0.0,0.0
1988-12-21,0.0,1.6608137625487522,0.0,0.0
1988-12-22,0.0,4.425953804071611,0.0,0.0
1988-12-23,0.0,0.7169057276304186,0.0,0.0
1988-12-24,0.0,3.3849046363606483,0.0,0.0
1988-12-25,0.0,1.6914774514473492,0.0,0.0
1988-12-26,0.0,8.143748944041693,0.0,0.0
1988-12-27,0.0,1.7886135502671752,0.0,0.0
1988-12-28,0.0,0.07694821842219833,0.0,0.0
1988-12-29,0.0,3.926229687211427,0.0,0.0
1988-12-30,0.0,3.242018442632404,0.0,0.0
1988-12-31,0.0,2.7143686494812473,0.0,0.0
1989-01-01,0.0,5.85233781094248,0.0,0.0
1989-01-02,0.0,0.2853244266685446,0.0,0.0
1989-01-03,0.0,0.8735529319960659,0.0,0.0
1989-01-04,0.0,2.234817626052896,0.0,0.0
1989-01-05,0.0,2.5886020366354456,0.0,0.0
1989-01-06,0.0,1.946021682050389,0.0,0.0
1989-01-07,0.0,0.3631014209025881,0.0,0.0
1989-01-08,0.0,1.4285449847076703,0.0,0.0
1989-01-09,0.0,7.724106838990461,0.0,0.0
1989-01-10,0.0,0.6760181318973683,0.0,0.0
1989-01-11,0.0,2.1897639663682544,0.0,0.0
1989-01-12,0.0,3.395482968368086,0.0,0.0
1989-01-13,0.0,4.323714920402696,0.0,0.0
1989-01-14,0.0,3.9108614413205705,0.0,0.0
1989-01-15,0.0,1.3248639614334965,0.0,0.0
1989-01-16,0.0,0.869271329201561,0.0,0.0
1989-01-17,0.0,8.19188434706635,0.0,0.0
1989-01-18,0.0,4.666861665488072,0.0,0.0
1989-01-19,0.0,2.383801932288463,0.0,0.0
1989-01-20,0.0,6.6378018295581915,0.0,0.0
1989-01-21,0.0,0.4776002559127229,0.0,0.0
1989-01-22,0.0,0.08223566944002951,0.0,0.0
1989-01-23,0.0,2.5626611455935593,0.0,0.0
1989-01-24,0.0,2.671045826604665,0.0,0.0
1989-01-25,0.0,0.4198143387501475,0.0,0.0
1989-01-26,0.0,4.53391385286931,0.0,0.0
1989-01-27,0.0,0.16783546805459099,0.0,0.0
1989-01-28,7.0,3.072987528628565,7.0,7.0
1989-01-29,14.9,3.68852155918736,14.9,14.9
1989-01-30,15.0,2.535701882865291,15.0,15.0
1989-01-31,23.0,0.3422104397016112,23.0,23.0
1989-02-01,28.0,5.804644894624749,28.0,28.0
1989-02-02,36.0,1.3707078893923041,36.0,36.0
1989-02-03,64.0,1.3751913691604432,64.0,64.0
1989-02-04,60.0,1.1118289282126048,60.0,60.0
1989-02-05,46.0,4.021188487221055,46.0,46.0
1989-02-06,29.3,1.3054314886390124,29.3,29.3
1989-02-07,23.0,0.6006099364564783,23.0,23.0
1989-02-08,18.0,4.959737205586535,18.0,18.0
1989-02-09,28.0,2.142065054583184,28.0,28.0
1989-02-10,38.0,5.096439701481492,38.0,38.0
1989-02-11,36.0,2.2901838168870916,36.0,36.0
1989-02-12,31.0,1.0323948704799462,31.0,31.0
1989-02-13,31.0,0.21624737478861314,31.0,31.0
1989-02-14,175.0,2.5723288776724527,175.0,175.0
1989-02-15,393.0,1.664328721562867,393.0,393.0
1989-02-16,309.0,4.1572666291386,309.0,309.0
1989-02-17,195.0,1.2438414223286265,195.0,195.0
1989-02-18,140.0,3.1523955924105116,140.0,140.0
1989-02-19,104.0,2.2060255833790468,104.0,104.0
1989-02-20,135.0,0.9359531631512008,135.0,135.0
1989-02-21,285.0,1.3488912647650766,285.0,285.0
1989-02-22,300.0,0.4634361662031837,300.0,300.0
1989-02-23,250.0,8.61640657187724,250.0,250.0
1989-02-24,212.0,3.095035433291177,212.0,212.0
1989-02-25,172.0,0.422652720106315,172.0,172.0
1989-02-26,147.0,8.292430283626095,147.0,147.0
1989-02-27,100.0,0.6648321724401711,100.0,100.0
1989-02-28,98.0,1.221717254902545,98.0,98.0
1989-03-01,95.0,1.7837122355341368,95.0,95.0
1989-03-02,99.0,2.255179145987442,99.0,99.0
1989-03-03,113.0,4.068117190924805,113.0,113.0
1989-03-04,312.0,2.287739600954874,312.0,312.0
1989-03-05,571.3,1.6963913237561796,571.3,571.3
1989-03-06,350.0,2.61333720929432,350.0,350.0
1989-03-07,256.0,1.6161318527350097,256.0,256.0
1989-03-08,214.0,1.4109985336780886,214.0,214.0
1989-03-09,222.0,1.9853074670540531,222.0,222.0
1989-03-10,164.0,7.95573983463554,164.0,164.0
1989-03-11,156.0,1.4388066753890563,156.0,156.0
1989-03-12,132.0,5.603611155735973,132.0,132.0
1989-03-13,123.0,2.5167497029064982,123.0,123.0
1989-03-14,107.0,2.413698732133652,107.0,107.0
1989-03-15,122.0,2.6353319600122806,122.0,122.0
1989-03-16,109.0,3.3863655664641885,109.0,109.0
1989-03-17,122.0,1.5532835670023426,122.0,122.0
1989-03-18,123.0,5.3092250500616105,123.0,123.0
1989-03-19,138.0,3.393349558996643,138.0,138.0
1989-03-20,133.5,0.5200838982363106,133.5,133.5
1989-03-21,194.0,7.77474578311132,194.0,194.0
1989-03-22,192.0,2.709195324711136,192.0,192.0
1989-03-23,238.0,0.44012630126078,238.0,238.0
1989-03-24,216.0,1.4367675256775334,216.0,216.0
1989-03-25,162.0,4.665090490611335,162.0,162.0
1989-03-26,126.0,1.8763097416173,126.0,126.0
1989-03-27,111.0,2.040303461397114,111.0,111.0
1989-03-28,95.0,3.9995233985593903,95.0,95.0
1989-03-29,111.0,2.93816953147958,111.0,111.0
1989-03-30,150.0,3.601900076152033,150.0,150.0
1989-03-31,212.0,3.9653780261437688,212.0,212.0
1989-04-01,194.0,1.064402464727168,194.0,194.0
1989-04-02,164.0,1.17614380584963,164.0,164.0
1989-04-03,138.0,0.9292306380969101,138.0,138.0
1989-04-04,167.5,1.2457590720388347,167.5,167.5
1989-04-05,297.2,1.9671324992056627,297.2,297.2
1989-04-06,186.5,2.1036704763095804,186.5,186.5
1989-04-07,139.8,6.484989497260472,139.8,139.8
1989-04-08,118.2,2.818236064511922,118.2,118.2
1989-04-09,121.5,2.003660997573196,121.5,121.5
1989-04-10,92.0,0.7151327480616138,92.0,92.0
1989-04-11,86.6,1.649646302720863,86.6,86.6
1989-04-12,73.7,8.215180653564016,73.7,73.7
1989-04-13,69.3,8.119234667170927,69.3,69.3
1989-04-14,61.6,1.6299152032572568,61.6,61.6
1989-04-15,68.7,0.2649892243260474,68.7,68.7
1989-04-16,61.8,1.423767350544106,61.8,61.8
1989-04-17,67.7,6.538723507535041,67.7,67.7
1989-04-18,68.2,1.9799261879162249,68.2,68.2
1989-04-19,75.7,4.002839033040295,75.7,75.7
1989-04-20,72.8,2.1986755683547203,72.8,72.8
1989-04-21,102.3,0.392957922948488,102.3,102.3
1989-04-22,100.6,2.2707860384507352,100.6,100.6
1989-04-23,123.4,4.44024581086351,123.4,123.4
1989-04-24,112.0,1.2275417584822592,112.0,112.0
1989-04-25,84.8,4.347567177013044,84.8,84.8
1989-04-26,66.6,2.4020261705146613,66.6,66.6
1989-04-27,59.0,4.164066762699159,59.0,59.0
1989-04-28,50.8,2.9744628627870924,50.8,50.8
1989-04-29,40.0,0.7730214211008443,40.0,40.0
1989-04-30,36.5,1.6661969881965868,36.5,36.5
1989-05-01,33.0,1.614161291874683,33.0,33.0
1989-05-02,31.2,1.1671343926750557,31.2,31.2
1989-05-03,27.0,2.7765070369760085,27.0,27.0
1989-05-04,23.0,9.316313608531699,23.0,23.0
1989-05-05,23.2,5.314584311660889,23.2,23.2
1989-05-06,23.0,5.873299883288171,23.0,23.0
1989-05-07,23.5,1.0927851265274486,23.5,23.5
1989-05-08,22.5,5.948108743645274,22.5,22.5
1989-05-09,21.0,7.493173108862665,21.0,21.0
1989-05-10,20.0,1.0542959607885085,20.0,20.0
1989-05-11,17.2,3.2614177748866036,17.2,17.2
1989-05-12,15.4,3.33428874999218,15.4,15.4
1989-05-13,15.6,1.785233105304603,15.6,15.6
1989-05-14,16.2,2.586965401615109,16.2,16.2
1989-05-15,15.4,3.4719555633305386,15.4,15.4
1989-05-16,14.6,1.9011342990245799,14.6,14.6
1989-05-17,13.4,5.119783262302894,13.4,13.4
1989-05-18,13.4,0.5238500154592798,13.4,13.4
1989-05-19,13.4,1.6073349862329167,13.4,13.4
1989-05-20,12.2,4.0677462904394694,12.2,12.2
1989-05-21,10.6,8.607855033977962,10.6,10.6
1989-05-22,9.3,5.372946496689919,9.3,9.3
1989-05-23,8.7,2.5404194385409764,8.7,8.7
1989-05-24,8.1,1.9881552301382663,8.1,8.1
1989-05-25,7.5,1.6975456794847257,7.5,7.5
1989-05-26,7.2,1.7073982321546488,7.2,7.2
1989-05-27,6.9,0.21385430445355386,6.9,6.9
1989-05-28,6.6,8.349487253348492,6.6,6.6
1989-05-29,6.4,2.1289316127992324,6.4,6.4
1989-05-30,6.4,0.9834015708400313,6.4,6.4
1989-05-31,6.1,3.218828709892813,6.1,6.1
1989-06-01,5.8,1.0713970577293463,5.8,5.8
1989-06-02,5.5,4.744540335658721,5.5,5.5
1989-06-03,5.2,1.0181634011379403,5.2,5.2
1989-06-04,5.0,4.218199745086708,5.0,5.0
1989-06-05,4.8,1.673637734047355,4.8,4.8
1989-06-06,4.6,2.8702760308469393,4.6,4.6
1989-06-07,4.4,4.477807637893892,4.4,4.4
1989-06-08,4.2,1.32128886886748,4.2,4.2
1989-06-09,4.0,4.391958861986571,4.0,4.0
1989-06-10,3.8,0.23026407037662433,3.8,3.8
1989-06-11,3.6,7.066461428759789,3.6,3.6
1989-06-12,3.4,5.005104895785333,3.4,3.4
1989-06-13,3.2,2.0617750690912486,3.2,3.2
1989-06-14,3.0,5.717717616873884,3.0,3.0
1989-06-15,2.8,5.266927302105551,2.8,2.8
1989-06-16,2.6,2.2388076087523205,2.6,2.6
1989-06-17,2.4,2.2169877236026654,2.4,2.4
1989-06-18,2.3,0.8541008755001352,2.3,2.3
1989-06-19,2.2,2.34927470980718,2.2,2.2
1989-06-20,2.0,0.37504205293208936,2.0,2.0
1989-06-21,1.8,4.176313865083539,1.8,1.8
1989-06-22,1.7,4.2489117863502655,1.7,1.7
1989-06-23,1.6,0.23616554252752472,1.6,1.6
1989-06-24,1.5,6.563783727521061,1.5,1.5
1989-06-25,1.4,1.2043148644653872,1.4,1.4
1989-06-26,1.3,15.297519190389973,1.3,1.3
1989-06-27,1.2,2.743268673080903,1.2,1.2
1989-06-28,1.1,6.61238353429895,1.1,1.1
1989-06-29,1.3,0.8226897157128104,1.3,1.3
1989-06-30,1.1,1.6700695762146227,1.1,1.1
1989-07-01,1.0,1.314425452888127,1.0,1.0
1989-07-02,1.0,0.3652360925492769,1.0,1.0
1989-07-03,0.9,0.5260994648515922,0.9,0.9
1989-07-04,0.9,1.9883994659465534,0.9,0.9
1989-07-05,0.8,3.1256025948235515,0.8,0.8
1989-07-06,0.8,0.7234943445335871,0.8,0.8
1989-07-07,0.8,1.5716781725699192,0.8,0.8
1989-07-08,0.7,1.065394053690063,0.7,0.7
1989-07-09,0.7,2.1138433324302612,0.7,0.7
1989-07-10,0.7,3.923235109601249,0.7,0.7
1989-07-11,0.6,2.461712605550449,0.6,0.6
1989-07-12,0.6,1.2568452441146283,0.6,0.6
1989-07-13,0.6,5.132232124647883,0.6,0.6
1989-07-14,0.6,3.0401598560305687,0.6,0.6
1989-07-15,0.5,2.526403512531742,0.5,0.5
1989-07-16,0.5,0.7344490248549134,0.5,0.5
1989-07-17,0.4,4.716556053689286,0.4,0.4
1989-07-18,0.3,3.303169151150485,0.3,0.3
1989-07-19,0.3,3.4480828831736754,0.3,0.3
1989-07-20,0.3,1.812319097786784,0.3,0.3
1989-07-21,0.2,1.5159557715867085,0.2,0.2
1989-07-22,0.2,8.381101051246914,0.2,0.2
1989-07-23,0.2,1.4932410793417679,0.2,0.2
1989-07-24,0.2,0.5699422902072876,0.2,0.2
1989-07-25,0.2,2.639300395453884,0.2,0.2
1989-07-26,0.1,2.2217373501224587,0.1,0.1
1989-07-27,0.1,5.313780013035354,0.1,0.1
1989-07-28,0.1,1.945628676959516,0.1,0.1
1989-07-29,0.1,3.8219626313994746,0.1,0.1
1989-07-30,0.0,6.9059463716260945,0.0,0.0
1989-07-31,0.0,3.1432493496822453,0.0,0.0
1989-08-01,0.0,0.7788635841301661,0.0,0.0
