Año;Día;Ene;Feb;Mar;Abr;May;Jun;Jul;Ago;Set;Oct;Nov;Dic
1987;26;9.5;0.1;13.3;8.3;0;0;0;0;0;0;0.4;0
1987;27;18.7;0;50.5;4.1;0;0;0;0;0;0;0;1.4
1987;28;0;0.4;26.9;0.1;0;0;1.1;0;0;0;0;0
1987;29;0;;6.5;41.9;0;0;3.4;0;0;0;1.3;0
1987;30;0;;12.7;1;0;0;1;0.4;0.2;0;1.2;0
1987;31;6.5;;15.6;;0;;14.2;0.2;;0;;5.1
1988;1;0;0;1.4;0;1.3;0;0.2;0;0;0;19.5;0
1988;2;1.5;0;0.3;1.8;0;0.1;0;0;0;0;4.2;0
1988;3;1.9;12.5;1.6;1.5;0.3;0;0.5;0;0;0;0;0
1988;4;2.8;6.9;0;0.4;8;0;0;0;0;0;0;0
1988;5;0;3.3;2.9;0;0;0;2.1;0;0;0;0;0
1988;6;0;3.2;3.9;2.5;0;0;0;0;0;0;0.2;0
1988;7;1.9;0.1;7.4;8.9;0.2;0;0.2;0;0;0;0.6;0
1988;8;0.1;1.3;1.8;4.5;0;0;0;0;0;0;1;0
1988;9;0.4;16.5;4;19;0;0;0;0;0;0;0;0.4
1988;10;4.9;30.1;0;8.8;0;0;0;0;0;0;0.2;0.4
1988;11;4.4;1.3;0;12.7;0;0;0.3;0;1.3;0.5;0;0.1
1988;12;3.7;15.9;0;12.5;0;0;0;0;1.3;3;3.1;0
1988;13;5.9;3.2;0;0;0;0;0;0;0;0;20.6;2.3
1988;14;6.5;3.5;0;0.9;0;0;0;0;0;0;5;1.4
1988;15;7.1;0.7;0.2;3.4;0;0;0;0;1.9;0;4;0
1988;16;41.6;0;0;0;0;0;0;0;0;0;0.2;1.6
1988;17;4.3;0.8;0;0.2;0;0;0;0;0;0;0;0.1
1988;18;0.6;5.2;0;0;0;0;0;0;1.1;0;0.9;1.9
1988;19;25.1;2.4;0;0.6;0;0;0;0;0.1;0;1.4;1.6
1988;20;3.8;0.9;0;0;0;0;0;0;0.7;0.2;0;1.2
1988;21;6;3.1;1;0;0;0;0;0;0;0;0;4.3
1988;22;27.1;3.6;0;3.4;0;0;0;0;0;0.1;0;8.1
1988;23;4.7;8;0;1.9;0;0;0;0;0;0;0;2.6
1988;24;4.4;7.7;0.1;1;0;0;0;0;0;0;0.1;6.2
1988;25;0.8;8.3;0;0.1;5.6;0;0;0;0;0;2.2;5.3
1988;26;6.8;35.7;0;1;23.6;0;0;0;0;0;0;2.7
