 FINAL_TRY                 SWAT+ Jul 2 2024        MODULAR Rev 2024.61.0.1                                
   jday   mon   day    yr   unit  gis_id  name                    flo_in          geo_bf         flo_out           peakr         sed_in        sed_out         washld          bedld            dep        deg_btm       deg_bank         hc_sed          width          depth          slope        deg_btm       deg_bank         hc_len      flo_in_mm       aqu_in_mm      flo_out_mm        sed_stor      n_tot          p_tot         dep_bf        velav_bf        
                                                                   m^3/s           m^3/s           m^3/s           m^3/s           tons           tons           tons           tons           tons           tons           tons           tons              m              m            m/m              m              m              m             mm              mm              mm            tons       kg_N           kg_P            m/s             m/s        
     1     1     1  1991      26      26  cha0026              0.1555E-01     0.0000E+00     0.1555E-01     0.1555E-01     0.2688E+02     0.2749E+02     0.0000E+00     0.0000E+00     0.1165E-01     0.3313E+01     0.6244E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1078E+00     0.1246E-01     0.0000E+00     0.5634E+02     0.0000E+00     0.5634E+02     0.5586E-02     0.2484E+02     0.2541E+00     0.9288E+00     0.8132E+01
     1     1     1  1991      27      27  cha0027              0.2186E-02     0.0000E+00     0.2177E-02     0.2186E-02     0.1229E+01     0.1804E+01     0.0000E+00     0.0000E+00     0.7851E-03     0.6838E+01     0.5762E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1592E-01     0.1436E-02     0.0000E+00     0.4102E+01     0.0000E+00     0.4084E+01     0.9559E-02     0.1602E+00     0.2541E-01     0.4128E+00     0.2432E+01
     1     1     1  1991      28      28  cha0028              0.2481E-01     0.0000E+00     0.2481E-01     0.2481E-01     0.5044E+02     0.5090E+02     0.0000E+00     0.0000E+00     0.2568E-01     0.4718E+02     0.4842E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4374E+00     0.3318E-02     0.0000E+00     0.7746E+02     0.0000E+00     0.7746E+02     0.3024E-01     0.2976E+02     0.4757E+00     0.3282E+01     0.8710E+02
     1     1     1  1991      29      29  cha0029              0.1957E+02     0.0000E+00     0.1957E+02     0.1957E+02     0.2927E+05     0.2924E+05     0.0000E+00     0.0000E+00     0.2616E+02     0.0000E+00     0.2289E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1645E-02     0.0000E+00     0.8810E+02     0.0000E+00     0.8810E+02     0.5429E+01     0.2060E+05     0.1436E+04     0.4482E+01     0.1952E+03
     1     1     1  1991      30      30  cha0030              0.1957E+02     0.0000E+00     0.1957E+02     0.1957E+02     0.2927E+05     0.2927E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.3841E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1276E+01     0.0000E+00     0.0000E+00     0.8841E+02     0.0000E+00     0.8841E+02     0.9052E+01     0.2061E+05     0.1429E+04     0.1179E+02     0.1837E+05
     1     1     1  1991      31      31  cha0031              0.1957E+02     0.0000E+00     0.1956E+02     0.1957E+02     0.2924E+05     0.2928E+05     0.0000E+00     0.0000E+00     0.3528E+01     0.0000E+00     0.4255E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1255E-01     0.0000E+00     0.8856E+02     0.0000E+00     0.8856E+02     0.1438E+02     0.2062E+05     0.1413E+04     0.4471E+01     0.8882E+03
     1     1     1  1991      32      32  cha0032              0.1955E+02     0.0000E+00     0.1955E+02     0.1955E+02     0.2922E+05     0.2925E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.2479E+03     0.2750E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2571E-01     0.1015E-01     0.0000E+00     0.8922E+02     0.0000E+00     0.8922E+02     0.1073E+02     0.2066E+05     0.1397E+04     0.4539E+01     0.2045E+04
     1     1     1  1991      33      33  cha0033              0.1955E+02     0.0000E+00     0.1955E+02     0.1955E+02     0.2920E+05     0.2923E+05     0.0000E+00     0.0000E+00     0.3335E+01     0.0000E+00     0.2725E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1201E-01     0.0000E+00     0.8945E+02     0.0000E+00     0.8945E+02     0.9740E+01     0.2070E+05     0.1375E+04     0.4452E+01     0.1064E+04
     1     1     1  1991      34      34  cha0034              0.1948E+02     0.0000E+00     0.1948E+02     0.1948E+02     0.2914E+05     0.2917E+05     0.0000E+00     0.0000E+00     0.3317E+01     0.0000E+00     0.2582E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1271E-01     0.0000E+00     0.9287E+02     0.0000E+00     0.9287E+02     0.9058E+01     0.2072E+05     0.1362E+04     0.4380E+01     0.1058E+04
     1     1     1  1991      35      35  cha0035              0.1947E+02     0.0000E+00     0.1947E+02     0.1947E+02     0.2917E+05     0.2915E+05     0.0000E+00     0.0000E+00     0.2659E+02     0.0000E+00     0.2576E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1652E-02     0.0000E+00     0.9368E+02     0.0000E+00     0.9369E+02     0.5185E+01     0.2074E+05     0.1350E+04     0.4363E+01     0.1793E+03
     1     1     1  1991      36      36  cha0036              0.1946E+02     0.0000E+00     0.1946E+02     0.1946E+02     0.2920E+05     0.2918E+05     0.0000E+00     0.0000E+00     0.2674E+02     0.0000E+00     0.6153E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1654E-02     0.0000E+00     0.9429E+02     0.0000E+00     0.9430E+02     0.1251E+02     0.2075E+05     0.1342E+04     0.4351E+01     0.1778E+03
     1     1     1  1991      37      37  cha0037              0.1945E+02     0.0000E+00     0.1945E+02     0.1945E+02     0.2920E+05     0.2920E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.2718E+04     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3162E+01     0.0000E+00     0.0000E+00     0.9460E+02     0.0000E+00     0.9460E+02     0.2384E+01     0.2078E+05     0.1324E+04     0.2302E+02     0.6886E+05
     1     1     1  1991      38      38  cha0038              0.1944E+02     0.0000E+00     0.1944E+02     0.1944E+02     0.2917E+05     0.2920E+05     0.0000E+00     0.0000E+00     0.8193E+00     0.5120E+02     0.2894E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7291E-02     0.1465E-01     0.0000E+00     0.9556E+02     0.0000E+00     0.9556E+02     0.8372E+01     0.2078E+05     0.1317E+04     0.4355E+01     0.1487E+04
     1     1     1  1991      39      39  cha0039              0.1942E+02     0.0000E+00     0.1942E+02     0.1942E+02     0.2910E+05     0.2917E+05     0.0000E+00     0.0000E+00     0.7596E+00     0.4709E+02     0.6621E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2800E-02     0.1399E-01     0.0000E+00     0.9760E+02     0.0000E+00     0.9759E+02     0.2067E+02     0.2080E+05     0.1300E+04     0.4299E+01     0.1298E+04
     1     1     1  1991      40      40  cha0040              0.1940E+02     0.0000E+00     0.1940E+02     0.1940E+02     0.2906E+05     0.2911E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.1320E+03     0.4271E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1151E-01     0.1309E-01     0.0000E+00     0.9929E+02     0.0000E+00     0.9929E+02     0.1398E+02     0.2085E+05     0.1268E+04     0.4301E+01     0.1546E+04
     1     1     1  1991      41      41  cha0041              0.1649E+01     0.0000E+00     0.1649E+01     0.1649E+01     0.1343E+04     0.1351E+04     0.0000E+00     0.0000E+00     0.6525E+00     0.6886E+02     0.9267E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.7984E-01     0.1688E-01     0.0000E+00     0.1815E+03     0.0000E+00     0.1815E+03     0.3368E+00     0.1123E+04     0.2031E+02     0.1789E+01     0.8180E+02
     1     1     1  1991      42      42  cha0042              0.1559E+01     0.0000E+00     0.1559E+01     0.1559E+01     0.1316E+04     0.1342E+04     0.0000E+00     0.0000E+00     0.5643E+00     0.3459E+03     0.2608E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1524E+00     0.1589E-01     0.0000E+00     0.1770E+03     0.0000E+00     0.1770E+03     0.9475E+00     0.1097E+04     0.1952E+02     0.2299E+01     0.1437E+03
     1     1     1  1991      43      43  cha0043              0.1536E+01     0.0000E+00     0.1536E+01     0.1536E+01     0.1271E+04     0.1282E+04     0.0000E+00     0.0000E+00     0.4946E+00     0.1689E+03     0.1171E+02     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1902E+00     0.1618E-01     0.0000E+00     0.1849E+03     0.0000E+00     0.1849E+03     0.3862E+00     0.1084E+04     0.1736E+02     0.2560E+01     0.1776E+03
     1     1     1  1991      44      44  cha0044              0.6160E+00     0.0000E+00     0.6159E+00     0.6160E+00     0.7053E+03     0.7051E+03     0.0000E+00     0.0000E+00     0.2702E+00     0.1147E+05     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4886E+01     0.0000E+00     0.0000E+00     0.2709E+03     0.0000E+00     0.2709E+03     0.2279E+01     0.5270E+03     0.7240E+01     0.3115E+02     0.1530E+05
     1     1     1  1991      45      45  cha0045              0.6500E-01     0.0000E+00     0.6500E-01     0.6500E-01     0.4374E+02     0.4394E+02     0.0000E+00     0.0000E+00     0.2030E-01     0.3463E+01     0.2153E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.1634E-01     0.1823E-02     0.0000E+00     0.7705E+01     0.0000E+00     0.7705E+01     0.6123E-02     0.1476E+01     0.6899E+00     0.1223E+01     0.4108E+02
     1     1     1  1991      46      46  cha0046              0.4881E-01     0.0000E+00     0.4880E-01     0.4881E-01     0.3129E+02     0.3443E+02     0.0000E+00     0.0000E+00     0.1482E-01     0.8719E+02     0.3151E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.4124E-01     0.2322E-02     0.0000E+00     0.7705E+01     0.0000E+00     0.7704E+01     0.6240E-01     0.1074E+01     0.5109E+00     0.1111E+01     0.3932E+02
     1     1     1  1991      47      47  cha0047              0.4355E-01     0.0000E+00     0.4354E-01     0.4355E-01     0.2674E+02     0.2901E+02     0.0000E+00     0.0000E+00     0.1295E-01     0.6100E+02     0.2290E+01     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.3600E-01     0.2071E-02     0.0000E+00     0.7728E+01     0.0000E+00     0.7727E+01     0.4312E-01     0.9776E+00     0.4500E+00     0.1058E+01     0.3273E+02
     1     1     1  1991      48      48  cha0048              0.2177E-01     0.0000E+00     0.2168E-01     0.2177E-01     0.1854E+02     0.1883E+02     0.0000E+00     0.0000E+00     0.7065E-02     0.1307E+02     0.2946E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.0000E+00     0.2179E-01     0.8102E-03     0.0000E+00     0.5065E+01     0.0000E+00     0.5045E+01     0.2405E-01     0.8200E+00     0.2800E+00     0.9407E+00     0.2427E+02
